Country Name,Year,Mortality rate under-5,GDP per capita,Population density (people per sq. km of land area),Income classification,log_gdp_per_capita,log_population_density,log_mortality_rate_under_5,log_reflected_secondary_education,log_reflected_dpt3_immunization,logit_water_services,sqrt_health_expenditure,boxcox_mortality,Income_High
Canada,2011,5.6,53681.1296700569,3.83011279793076,High,0.9550780552742185,-2.5083359781866936,1.8870696490323797,0.19696173153045388,0.7923189180522114,0.7915127694184753,1.3730861804886432,-0.6657803231165093,True
Canada,2012,5.6,54034.8034751988,3.8718472515473,High,0.9610530696142537,-2.500804501763579,1.8870696490323797,0.07610768230246219,0.4191318229052863,0.8066943892507453,1.4153527624396864,-0.6657803231165093,True
Canada,2013,5.5,54712.178423981,3.91284812265562,High,0.9723883444912693,-2.493467974963204,1.8718021769015913,0.06340658367569799,0.4191318229052863,0.8224757314656336,1.3828239734563879,-0.688517421924107,True
Canada,2014,5.4,55723.4835404159,3.9522291338328,High,0.9890531269380846,-2.48647872019466,1.8562979903656263,0.06038710691962324,0.4191318229052863,0.8389039339122636,1.3346814874224064,-0.7118357828034292,True
Canada,2015,5.4,55660.8675272614,3.98239245827659,High,0.9880301261015582,-2.481162886294749,1.8562979903656263,0.05590667797133943,0.4191318229052863,0.8560451657213751,1.4842028923617503,-0.7118357828034292,True
Canada,2016,5.3,55606.1549191947,4.02771072511681,High,0.9871353060901571,-2.4732364148907853,1.840549633397487,0.019939794936115654,0.4191318229052863,0.8739620415050687,1.573071132384007,-0.7357617023673347,True
Canada,2017,5.2,56612.3285367448,4.07614836279598,High,1.003452104067141,-2.464842951654826,1.824549292051046,0.006606597937436557,0.4191318229052863,0.8927520973015852,1.534700036741385,-0.7603231928673255,True
Canada,2018,5.2,57337.4909099991,4.13498944297029,High,1.015033005587064,-2.454753826756589,1.824549292051046,0.006606597937436557,0.4191318229052863,0.9124981809320163,1.5374081601493266,-0.7603231928673255,True
Canada,2019,5.1,57583.845798092,4.19587500655283,High,1.0189340072030644,-2.444435129102798,1.8082887711792655,0.006606597937436557,0.4191318229052863,0.9332837874604232,1.572466621666639,-0.7855501294800457,True
Canada,2020,5.1,54092.8790317796,4.24162135453439,High,0.962030466616495,-2.436761424714304,1.8082887711792655,0.006606597937436557,0.30227467838613725,0.9334106994598231,2.141442043083058,-0.7855501294800457,True
Canada,2021,5.1,56995.1176781351,4.351026204103,High,1.0095836405720242,-2.4186776250890802,1.8082887711792655,0.006606597937436557,0.30227467838613725,0.9335563475415328,1.9711620409267034,-0.7855501294800457,True
Chad,2000,183.6,1501.14484059514,6.75992137865311,Low,-2.2988851181705288,-2.0933013501667252,5.218191322068752,4.382137281580559,2.4605168062808898,-1.832144497887599,-1.0860525474948006,1.909169927810892,False
Chad,2001,180.2,1620.55276247649,6.99183926302414,Low,-2.229286865335603,-2.0675215994710645,5.199601393608879,4.2680611870780085,2.6538951210297412,-1.8297758892671365,-1.1469611528872852,1.901016337818364,False
Chad,2002,176.8,1697.97157201535,7.23966963151207,Low,-2.186850220263813,-2.040787129866673,5.180659323079804,4.112613234404673,2.668585627875235,-1.8275087588617036,-0.46727761870235013,1.8926722615230527,False
Chad,2003,173.4,1871.63990238473,7.53481019695044,Low,-2.098293493793564,-2.0099788921845247,5.161351511474879,4.173462683794818,2.6973954827779862,-1.8253243760295006,-1.066991777891899,1.8841293384440638,False
Chad,2004,170.0,2392.0927022496,7.87804637865311,Low,-1.8751525764293484,-1.975462810439654,5.14166355650266,4.122728339355908,2.7115245534930623,-1.8232298059713268,-1.0703939289073565,1.8753786644535222,False
Chad,2005,166.5,2695.81202138543,8.20210609911055,Low,-1.7664345594679234,-1.944078566648835,5.120983351265121,4.042940247851112,2.6538951210297412,-1.821223686836297,-1.3197529584828727,1.8661435912696143,False
Chad,2006,162.9,2586.98789080054,8.50256035578145,Low,-1.803912917919254,-1.9159525686390122,5.099256485749784,3.9722900930142235,2.406402803232758,-1.8193046552894065,-1.3277320649445281,1.8563928164566499,False
Chad,2007,159.2,2608.26864090164,8.80055590851334,Low,-1.796461520735634,-1.8889217591004035,5.076423034634259,3.4565826789067473,2.6086187508124037,-1.8174626036574413,-1.5430107159934394,1.8460915806046745,False
Chad,2008,155.4,2596.86449460362,9.11395806861499,Low,-1.8004470619144008,-1.8613661304926035,5.052416828111211,3.6679541631639023,2.7528628930129186,-1.8157139641670184,-1.6558172715316097,1.835201170921514,False
Chad,2009,151.5,2472.17870318429,9.44548443456163,Low,-1.8452008402126778,-1.8331312094483043,5.0271645960474665,3.663788539898814,2.6538951210297412,-1.8140487947908237,-1.5220706318239168,1.8236783326013077,False
Chad,2010,147.7,2717.50762664859,9.77809323379924,Low,-1.759143804447509,-1.8056906545368177,5.001930853466109,3.6074662473898016,2.4247357338838036,-1.8123038975147652,-1.6030875889001863,1.8120943887496344,False
Chad,2011,143.9,2742.699649067,10.1294448856417,Low,-1.7507507421802038,-1.7776086661471466,4.976043849326636,3.5239519030234456,2.5452233793596633,-1.8104750518620376,-1.6649912794336315,1.8001375040462486,False
Chad,2012,140.1,2887.74824701419,10.4915803684879,Low,-1.703876431581595,-1.7495776983736868,4.9494688588587685,3.4107208939585876,2.4247357338838036,-1.8085490720920105,-1.6505122187155719,1.787785003356799,False
Chad,2013,136.5,2864.7151974111,10.8728391041931,Low,-1.7111604566995295,-1.7210053752951968,4.923623917106626,3.395151305061765,2.4427705548564087,-1.8065308940261549,-1.556062285779797,1.7756953169690948,False
Chad,2014,133.0,2821.27515439151,11.2680098475222,Low,-1.725058778000385,-1.692342930429377,4.897839799950911,3.444043599753404,2.495179535198341,-1.8044164235435565,-1.4649382913285982,1.7635580120707013,False
Chad,2015,129.3,2823.36071529714,11.6324817344346,Low,-1.724386644375441,-1.6667140683296018,4.869839484130799,3.451626318040463,2.38776174171379,-1.8021924022977462,-1.3938924155524957,1.7502903931516702,False
Chad,2016,125.7,2623.12070271494,12.0033791296061,Low,-1.7912970315029357,-1.641381549485444,4.841822087327094,3.3931323435355454,2.406402803232758,-1.799854774293351,-1.2926195840278356,1.7369228003470578,False
Chad,2017,122.0,2496.49275170224,12.4068924714104,Low,-1.8362992378112823,-1.6146292559979656,4.812184355372417,3.3931323435355454,2.406402803232758,-1.7973995047925655,-1.342541647776086,1.7226807799770212,False
Chad,2018,118.3,2552.60616266347,12.830790184244,Low,-1.8160820302155003,-1.5873791512535222,4.78164132910387,3.3931323435355454,2.28954565871361,-1.7948132992524795,-1.462826950181542,1.7078932548295205,False
Chad,2019,114.6,2604.91636551989,13.2506535895807,Low,-1.7976312693412206,-1.561199542701483,4.750135956238277,3.3931323435355454,2.1589104854357757,-1.7921016745446585,-1.411593427828069,1.692520652609136,False
Chad,2020,111.0,2513.01578402889,13.6790652795426,Low,-1.8302993191913155,-1.5352702278616326,4.718498871295094,3.3931323435355454,2.111706891359145,-1.7892420244445875,-0.867275964018857,1.676960254739112,False
Chad,2021,107.6,2435.072746511,14.1584124841169,Low,-1.8589557939688117,-1.507140362753933,4.687671407499835,3.3931323435355454,1.9286141253025642,-1.7862401114078748,-1.000074818274005,1.6616772410157845,False
Chile,2000,10.9,17525.2717273479,20.8513352485165,Low,-0.06344234701591879,-1.1869968367300048,2.4765384001174837,-0.2624481935226467,0.4191318229052863,0.12680818712067082,0.20783305513928566,0.07424391320346292,False
Chile,2001,10.3,17870.3008332711,21.0937108288547,Low,-0.04570378075086561,-1.1773402080182134,2.424802725718295,-0.2403651337561269,-0.5971418523671191,0.1530266719748518,0.2445555023934839,0.0181955471252404,False
Chile,2002,9.8,18240.2015602857,21.3278312164103,Low,-0.027062948483596774,-1.1681125430723978,2.379546134130174,-0.2184172625448952,-0.5971418523671191,0.1795420108081265,0.28622077926872314,-0.03202247689451409,False
Chile,2003,9.5,18902.8708740806,21.5522021917012,Low,0.0054057020560772644,-1.1593594949856303,2.3513752571634776,-0.1784335217127785,-0.34964953457013626,0.20346273238347432,0.3019535246388957,-0.06386364443643142,False
Chile,2004,9.3,19961.9835794233,21.7708477913526,Low,0.05500697494682324,-1.150913181919643,2.33214389523559,-0.18612030070210797,0.1716395051083029,0.2289930668070876,0.17360594935861076,-0.08586450124394175,False
Chile,2005,9.1,20918.5275760681,21.9879951367258,Low,0.09759320178549868,-1.1426046375724814,2.312535423847214,-0.17345248807889718,0.4191318229052863,0.2562917139480949,0.06301730647433694,-0.10852191585153141,False
Chile,2006,9.0,21968.5375355854,22.2037450977228,Low,0.14215432578196896,-1.1344269266994067,2.302585092994046,-0.23425358973784394,0.023537560576789393,0.28570167929375356,-0.15670907697150685,-0.12010772961402391,False
Chile,2007,8.9,22878.8834428789,22.4221432298812,Low,0.17909729224149568,-1.1262259199606783,2.2925347571405443,-0.27736717346990186,-0.34964953457013626,0.31752680967672625,-0.09990642250870625,-0.13187109264497565,False
Chile,2008,8.9,23509.7816931441,22.6472942657478,Low,0.20384745209447422,-1.1178510042378558,2.2925347571405443,-0.2807916954690062,-0.14743358699049106,0.3522539826316328,0.10799766793175669,-0.13187109264497565,False
Chile,2009,8.8,23013.5817893814,22.876931994857,Low,0.18443833070863688,-1.109390938053412,2.2823823856765264,-0.3042770692096318,0.023537560576789393,0.3904179193002796,0.30187548557083677,-0.14381683641569493,False
Chile,2010,8.7,24116.7694715614,23.107901206673,Low,0.22704054126200987,-1.1009634984493606,2.272125885509337,-0.3161930375347814,0.30227467838613725,0.4327917102172496,0.1388553669776217,-0.15594998141817956,False
Chile,2011,8.6,25366.2690249825,23.3370130673596,Low,0.2730002241335144,-1.092683222497394,2.2617630984737906,-0.316731324518464,0.023537560576789393,0.48049038184700543,0.1311199035217912,-0.16827574684307633,False
Chile,2012,8.4,26670.4971338402,23.5620242302954,High,0.31861862211868386,-1.084626674245452,2.2407096892759584,-0.3591207839825614,0.5248419685514151,0.5350066507076852,0.2151525513338607,-0.1935270716324308,True
Chile,2013,8.2,27291.3576525957,23.7878208335351,High,0.3395565042112611,-1.076615856828355,2.2192034840549946,-0.14313453748134478,0.4191318229052863,0.5986880025585581,0.3852109769920602,-0.21961694634235135,True
Chile,2014,8.1,27505.0495524158,24.0860324163393,High,0.34665301446136493,-1.0661470074244308,2.2082744135228043,-0.13282843996880145,-0.14743358699049106,0.6753015841721307,0.5179720690623535,-0.23299181516395218,True
Chile,2015,7.9,27811.3745158617,24.333348398175,High,0.3567302065779265,-1.0575588430305598,2.186051276738094,-0.11349357695257332,-0.34964953457013626,0.7383353676248313,0.6978780322651112,-0.2604346936239273,True
Chile,2016,7.7,27958.7284996682,24.6093854617587,High,0.3615382499813731,-1.0480717842055571,2.1633230256605382,-0.1160708305726173,-0.14743358699049106,0.7866381868536182,0.7690935513417182,-0.2888495518298837,True
Chile,2017,7.5,27892.9946862827,25.002288872834,High,0.359396546178582,-1.0347430645739417,2.1400661634962708,-0.0996971684851605,0.1716395051083029,0.8411912441702162,0.9491787724522524,-0.3182982780793713,True
Chile,2018,7.2,28492.6611456515,25.4526848895971,High,0.37875027268159733,-1.0197095427637317,2.1041341542702074,-0.0996971684851605,-0.14743358699049106,0.8415351586432398,0.9690845034386494,-0.36455956524541117,True
Chile,2019,7.0,28218.5343879081,25.84400416762,High,0.3699541110459094,-1.0068542784758865,2.0794415416798357,-0.0996971684851605,-0.34964953457013626,0.8415350140543763,1.0182626006536821,-0.39690320734057405,True
Chile,2020,6.8,26248.5616432825,26.0767352343796,High,0.30410922914678656,-0.9992973830903091,2.0541237336955462,-0.0996971684851605,0.1716395051083029,0.8415362763740586,1.145295891597338,-0.43054751172411654,True
Chile,2021,6.7,29089.850459728,26.192118041714,High,0.39762342385203997,-0.9955748951203928,2.0412203288596382,-0.0996971684851605,-0.14743358699049106,0.8415353480167285,1.144272579443639,-0.4478864478241097,True
Colombia,2000,25.1,10813.4942250011,35.2320270392068,Low,-0.5027533708062901,-0.7443175558290177,3.261935314328648,-0.9421783975687963,1.2936233260268373,-0.4932289025651349,-0.33807696552085037,0.7843548050188804,False
Colombia,2001,24.3,10823.4504878807,35.790231635872,Low,-0.5019160674802442,-0.7309334673832992,3.2308043957334744,-0.9551431771913147,1.2420271834288397,-0.48781448896005997,-0.20994189690161627,0.7602827249760252,False
Colombia,2002,23.5,10925.1485602082,36.3449121225777,Low,-0.4934072899016004,-0.7178335351187853,3.1986731175506815,-0.9681550102134371,1.1879131803807081,-0.48243181847958966,-0.2969522561086294,0.73514364924323,False
Colombia,2003,22.8,11183.2911819793,36.8971870211807,Low,-0.4721599493677764,-0.7049823141010251,3.169685580677429,-0.9819106387912131,0.30227467838613725,-0.4770808224201412,-0.27933879916535986,0.7122029760045001,False
Colombia,2004,22.2,11607.9384935105,37.4431464623704,Low,-0.4382524880802654,-0.6924608266075692,3.1441522786722644,-0.9957192480856375,0.6213477704849312,-0.47176913095257234,-0.2693795551339284,0.6917865930292794,False
Colombia,2005,21.5,11999.2549591305,37.9711374493015,Low,-0.4080870765548759,-0.6805194516818889,3.1135153092103742,-0.9601945873442861,0.1716395051083029,-0.46649672868934394,-0.1588483814226201,0.6670253194116625,False
Colombia,2006,20.9,12636.6246577724,38.477768364128,Low,-0.3609993740273702,-0.6692123049935819,3.086486636822455,-1.0369713338460393,0.1716395051083029,-0.46126341078729133,-0.050664119318243724,0.6449365053338996,False
Colombia,2007,20.2,13318.3033138168,38.9683406940063,Low,-0.3131970749653052,-0.6584009997705759,3.054001181677967,-1.0115156039408806,0.023537560576789393,-0.45674963461846313,0.010997447470683508,0.6180792505064038,False
Colombia,2008,19.6,13591.0609028567,39.4401153672826,Low,-0.2947520813648651,-0.6481284069347314,3.0252910757955354,-0.9070293845484358,0.30227467838613725,-0.45228977071915294,0.14743501299538606,0.5940565081647177,False
Colombia,2009,18.9,13586.7518430982,39.9022451554754,Low,-0.2950405898353125,-0.6381813625299043,2.990719731730447,-0.9196296371155287,0.30227467838613725,-0.44788406724882807,0.3245976932497547,0.5647640631284487,False
Colombia,2010,18.3,14037.0642668639,40.3581063542136,Low,-0.26537453539286326,-0.6284787496279335,2.9601050959108397,-0.8734830193022833,0.7101245024505141,-0.44354042886120987,0.23473867163402928,0.5384831163667089,False
Colombia,2011,17.7,14852.3699513061,40.7928021631365,Low,-0.21400694429003875,-0.6193257255955028,2.928523523860541,-0.7968792583004193,0.9404208625837251,-0.439258690627059,0.12391326858945817,0.5110283404308708,False
Colombia,2012,17.2,15279.4790008058,41.2039747634069,Low,-0.1882119307999982,-0.6107552049510914,2.9014215940827497,-0.7899917748941916,0.30227467838613725,-0.43503112069741534,0.11049929991382149,0.48718324654571155,False
Colombia,2013,16.6,15912.2471293239,41.5967408742677,Low,-0.15129212322715374,-0.6026459717732885,2.8678989020441064,-0.7202033493951784,0.4191318229052863,-0.43086536413370763,0.21429160590764856,0.4573167680005638,False
Colombia,2014,16.1,16480.3631474161,41.969742226228,Low,-0.11937444349427169,-0.5950137379590356,2.8390784635086144,-0.6918558051181485,0.5248419685514151,-0.4267617277351284,0.27768721734579915,0.4313030492395301,False
Colombia,2015,15.6,16821.3801400631,42.3343307796305,Low,-0.10073981851016717,-0.5876174039901061,2.8094026953624973,-0.6161125558189907,0.4191318229052863,-0.4227120822269909,0.4027539492598984,0.4041842866371334,False
Colombia,2016,15.1,17003.244366485,42.7557566471383,Low,-0.09095584406548958,-0.5791451679929384,2.7788192719904172,-0.5530123664974336,0.4191318229052863,-0.4187165160161565,0.4056024628289963,0.37587426371413984,False
Colombia,2017,14.6,16986.0334182842,43.3808724650744,Low,-0.0918772687699551,-0.566727114494954,2.747270914255491,-0.4766579063555445,0.30227467838613725,-0.4147828693938627,0.45928475334341406,0.34627682234394147,False
Colombia,2018,14.1,17104.1313545678,44.1860883280757,Low,-0.08557333016282229,-0.5509866198232342,2.714694743820879,-0.4376517101307056,0.30227467838613725,-0.4111307524423405,0.43996844068211444,0.3152843227581515,False
Colombia,2019,13.7,17336.7716030551,44.9824109959441,Low,-0.07328156604028875,-0.5356934500706931,2.6878474937846906,-0.4376517101307056,0.023537560576789393,-0.40838715338262743,0.49571945807766493,0.28940509485934024,False
Colombia,2020,13.2,15861.4999291295,45.6331653898152,Low,-0.15419841487655994,-0.5233912605155473,2.653241964607215,-0.4376517101307056,0.7101245024505141,-0.405713093686212,0.8226042912822432,0.25558629754467665,False
Colombia,2021,12.8,17383.0901728295,46.1362532672375,Low,-0.07085397848436167,-0.513997727025372,2.624668592163159,-0.4376517101307056,0.7923189180522114,-0.39987864912627036,0.9248940102627279,0.22726136738455516,False
Costa Rica,2000,13.1,14018.7425010471,77.119839404622,Low,-0.2665628629752064,-0.07173845644559154,2.6461747973841225,-0.6569594970283145,0.7101245024505141,-0.346743087384877,0.04005786123186535,0.24861474241985843,False
Costa Rica,2001,12.6,14250.4627491826,78.5144339992166,Low,-0.25164687945316083,-0.05624847664774761,2.6100697927420065,-0.5403139209967761,0.4191318229052863,-0.3395700098250417,0.004325330282543109,0.21264639940258426,False
Costa Rica,2002,12.2,14495.9925105545,79.8218762240501,Low,-0.23610431432402315,-0.04197129648638177,2.580216829592325,-0.5269299978744556,0.023537560576789393,-0.3326353175352066,0.15785015539786487,0.18245284127427905,False
Costa Rica,2003,11.8,14891.3398216979,81.0572659616138,Low,-0.2116228282935679,-0.02869157288086414,2.5494451709255714,-0.44843681008496056,0.7101245024505141,-0.3259427830678467,0.1960527148718843,0.15088846704865388,False
Costa Rica,2004,11.5,15323.2892201563,82.257696827262,Low,-0.18560692234311166,-0.015977789274780288,2.5257286443082556,-0.37162537347955893,0.5248419685514151,-0.31949856974061774,0.06548957999491639,0.1262475874964015,False
Costa Rica,2005,11.3,15703.9624720602,83.4555424990208,Low,-0.163280180140912,-0.003472806511515592,2.509599262378372,-0.3683364339334977,0.4191318229052863,-0.3133097486486624,0.07881942115474046,0.10933050022237457,False
Costa Rica,2006,11.2,16620.1356432166,84.63258911085,Low,-0.11169046694496526,0.00864345883450476,2.501435951739211,-0.3843518347026891,0.6213477704849312,-0.30737208838809,0.18315259985963706,0.10071875139535331,False
Costa Rica,2007,11.1,17743.6227382465,85.7862906384645,Low,-0.052176423729134,0.020358864255049156,2.4932054526026954,-0.2903492153104863,0.6213477704849312,-0.30168848519754043,0.20639820591027308,0.0920019368709061,False
Costa Rica,2008,10.9,18334.0135988728,86.9576184880533,Low,-0.02239545983451425,0.03209499986029378,2.4765384001174837,-0.3539778365420044,0.5248419685514151,-0.2962566747936322,0.38264824037920026,0.07424391320346292,False
Costa Rica,2009,10.7,17932.6147807384,88.1275166470819,Low,-0.04253665318793905,0.0436618327347245,2.4595888418037104,-0.37800251448784356,0.8688400882819141,-0.29108188595933576,0.5246680539297077,0.056037304445728145,False
Costa Rica,2010,10.5,18660.9198222896,89.2276145710928,Low,-0.0063152662985046844,0.05440086574612832,2.4423470353692043,-0.34187950791424476,0.7101245024505141,-0.28615460357836386,0.5849223674256439,0.03736174982639169,False
Costa Rica,2011,10.2,19254.9142153216,90.2826674500588,Low,0.022194710344942994,0.06457787286906391,2.4159137783010487,-0.32749654036958703,0.9404208625837251,-0.28147564613111653,0.6176329261741015,0.008421275530838684,False
Costa Rica,2012,9.8,19960.7933253156,91.3422248335292,Low,0.0549527224538823,0.07468063063887477,2.379546134130174,-0.3188887787445538,0.4191318229052863,-0.2770532738929464,0.4981927339156183,-0.03202247689451409,False
Costa Rica,2013,9.5,20232.2670799569,92.3648061104583,Low,0.06724363916060429,0.08432149719126823,2.3513752571634776,-0.478083676437673,-0.14743358699049106,-0.27287415006818583,0.46060690843678154,-0.06386364443643142,False
Costa Rica,2014,9.2,20724.9217693549,93.3630826478653,Low,0.08913308295555351,0.09363189748614065,2.322387720290225,-0.4394852590999205,0.4191318229052863,-0.2689238355800052,0.45389132013303163,-0.09710899980050032,False
Costa Rica,2015,9.0,21254.7840932179,94.360321190756,Low,0.1121024235994362,0.10283478978119752,2.302585092994046,-0.31311167714280974,0.30227467838613725,-0.26518727427716976,0.42779457137392046,-0.12010772961402391,False
Costa Rica,2016,8.9,21925.6000804133,95.3191931061496,Low,0.14037427398908428,0.11159330952121287,2.2925347571405443,-0.4299696866728448,-0.5971418523671191,-0.26165058619040465,0.32678686246787714,-0.13187109264497565,False
Costa Rica,2017,8.9,22622.5534502656,96.2235996866432,Low,0.16884591237617771,0.1197747931016519,2.2925347571405443,-0.5812648316345468,-0.34964953457013626,-0.25829970049038226,0.22488752454645494,-0.13187109264497565,False
Costa Rica,2018,8.9,23005.3121471934,97.0978848413631,Low,0.18411132586827308,0.1276117630273531,2.2925347571405443,-0.6091348243639721,0.023537560576789393,-0.2563254279016898,0.3151344144823386,-0.13187109264497565,False
Costa Rica,2019,9.1,23364.7831275883,97.9152565609087,Low,0.19821844468208447,0.134875650289564,2.312535423847214,-0.6091348243639721,-0.14743358699049106,-0.25644116831434005,0.2910460259106535,-0.10852191585153141,False
Costa Rica,2020,9.4,22211.8613921833,98.5961613787701,Low,0.15217650806608732,0.14088108999189722,2.341805806147327,-0.6091348243639721,-0.5971418523671191,-0.2565505450696499,0.5122176707498121,-0.07478410322621004,False
Costa Rica,2021,9.7,23852.9253020147,99.0988640814728,Low,0.21703157265636516,0.1452885368344534,2.3702437414678603,-0.6091348243639721,0.1716395051083029,-0.25665332367713034,0.43483710608070564,-0.04248663481093447,False
Cyprus,2000,6.6,36124.78125,102.561363636364,High,0.5946918316251315,0.1750577627638013,2.028148247292285,-0.1445935516657093,-0.5971418523671191,0.38038355696044984,-0.47854804805581347,-0.4655865874604097,True
Cyprus,2001,6.2,37150.046875,104.342748917749,High,0.620155477458272,0.18998789274621508,1.9740810260220096,-0.05848378740418251,-0.5971418523671191,0.3803773499740931,-0.46488525138775527,-0.5402766700043609,True
Cyprus,2002,5.8,38094.0625,106.21645021645,High,0.6429872919938264,0.20542172919589904,1.916922612182061,-0.022144112068538703,-0.9162149444659131,0.3803809641183967,-0.34638665859342305,-0.6219525162663307,True
Cyprus,2003,5.4,38621.14453125,108.180735930736,High,0.6554903074768502,0.22131477625410403,1.8562979903656263,0.001962461740059124,-0.9162149444659131,0.3796833807931104,-0.3379102113298352,-0.7118357828034292,True
Cyprus,2004,5.0,40023.37890625,110.159632034632,High,0.6879399273903247,0.23703949159009016,1.791759469228055,-0.09020407685930612,-0.9162149444659131,0.4045909999539205,-0.43622491640585886,-0.8114744133816159,True
Cyprus,2005,4.6,41365.66015625,112.137554112554,High,0.7179542686693011,0.25247918963191157,1.7227665977411035,-0.08439052090343191,-0.9162149444659131,0.4311443692248358,-0.4231918946894836,-0.9228646733617788,True
Cyprus,2006,4.2,42598.875,114.114502164502,High,0.7446834864058592,0.26764388222376057,1.6486586255873816,-0.08231068628131033,-0.5971418523671191,0.4595883747172145,-0.41125264044900994,-1.04863422061647,True
Cyprus,2007,3.9,43827.5390625,116.094588744589,High,0.77055538965674,0.28257380910096025,1.589235205116581,-0.11254574585358466,-0.5971418523671191,0.490226854820447,-0.45705310613405575,-1.1544832318948668,True
Cyprus,2008,3.7,44299.44921875,118.076406926407,High,0.7803000610536416,0.2972661039060696,1.547562508716013,-0.07880881020597036,-0.5971418523671191,0.5234425435468995,-0.18042528681503328,-1.2315860092317497,True
Cyprus,2009,3.5,42257.03125,120.061796536797,High,0.7373525375543665,0.31174170395188605,1.5040773967762742,-0.052623976595376536,-1.3659232098425411,0.5597288305782208,0.0008589341435079816,-1.314742859446679,True
Cyprus,2010,3.3,42105.9140625,122.058008658009,High,0.734092858773719,0.32605882001879494,1.4586150226995167,-0.06970685648556237,-1.3659232098425411,0.5997329752826801,0.014753239317768346,-1.4048213569416397,True
Cyprus,2011,3.2,41216.2421875,124.079329004329,High,0.7146617336006093,0.34032129276974793,1.4350845252893227,-0.0440967655694199,-1.3659232098425411,0.6443346313432563,-0.012551759180955782,-1.4527769271409607,True
Cyprus,2012,3.0,39193.6015625,126.125216450216,High,0.6688778286210413,0.3545243077889095,1.3862943611198906,-0.10560482770892808,-1.3659232098425411,0.6947679044701687,0.028840973022387605,-1.5552868725401552,True
Cyprus,2013,3.0,36696.9375,128.127164502165,High,0.6089897639879919,0.36820272739715787,1.3862943611198906,0.030809993592067188,-1.3659232098425411,0.7528302624006039,0.1802689180999137,-1.5552868725401552,True
Cyprus,2014,2.9,36444.10546875,130.065043290043,High,0.6026992909202253,0.38124287613608826,1.3609765531356006,0.002355832372633306,-1.3659232098425411,0.8213193698825692,0.18165213874099873,-1.61020064180783,True
Cyprus,2015,2.9,37905.3046875,131.980735930736,High,0.6384676198548077,0.3939455870129171,1.3609765531356006,0.021508332303580308,-0.5971418523671191,0.9049211598104033,0.1289430883184621,-1.61020064180783,True
Cyprus,2016,2.9,40212.17578125,133.88658008658,High,0.6922218659000017,0.40640269355673514,1.3609765531356006,0.061510271864374175,-0.5971418523671191,1.012416293230721,0.07424849928803136,-1.61020064180783,True
Cyprus,2017,3.0,42130.98828125,135.744047619048,High,0.7346345318280456,0.4183753757742542,1.3862943611198906,0.055689283572721196,-0.5971418523671191,1.1635413331924414,0.06231701919538034,-1.5552868725401552,True
Cyprus,2018,3.0,44230.453125,137.525649350649,High,0.7788818289783548,0.42970721691368735,1.3862943611198906,0.055689283572721196,-1.3659232098425411,1.4212925089273463,0.14132048176815207,-1.5552868725401552,True
Cyprus,2019,3.1,46198.25,139.250108225108,High,0.8184873224278013,0.440537643636139,1.410986973710262,0.055689283572721196,-0.34964953457013626,1.457499006255146,0.23264823920788852,-1.5028754710854262,True
Cyprus,2020,3.2,44206.43359375,140.935822510823,High,0.7783875822769766,0.4509967834505578,1.4350845252893227,0.055689283572721196,-0.34964953457013626,1.4574670969950942,0.8382320295766774,-1.4527769271409607,True
Cyprus,2021,3.4,48784.08203125,142.565909090909,High,0.8680412601368078,0.4609933033904963,1.4816045409242156,0.055689283572721196,-0.34964953457013626,1.457404437455861,1.0760326393822457,-1.3588559585037705,True
Czechia,2000,5.5,29427.4070011514,132.717264138734,Low,0.40812066191729673,0.39878077007623813,1.8718021769015913,-0.1109808868645611,-0.9162149444659131,0.4265703762152387,-0.31035973434128356,-0.688517421924107,False
Czechia,2001,5.2,30399.8730764283,132.219554807817,Low,0.437702246985853,0.39551632025492683,1.824549292051046,-0.21381515949525243,-0.9162149444659131,0.4261593646515449,-0.24276021587726576,-0.7603231928673255,False
Czechia,2002,5.0,30919.5496618702,131.96474699107,Low,0.4531247133768322,0.39384032558964427,1.791759469228055,-0.18811960968872876,-0.9162149444659131,0.4386529956048773,-0.11411709772963062,-0.8114744133816159,False
Czechia,2003,4.8,31949.2963145034,131.926983305293,Low,0.48293337193600705,0.3935916622626703,1.7578579175523736,-0.17368088611321544,-0.5971418523671191,0.45158831476750555,0.02402367996001153,-0.8655538633634914,False
Czechia,2004,4.6,33452.3408000614,131.984222107171,Low,0.5247615467477933,0.39396853619092204,1.7227665977411035,-0.06951435118377625,-0.9162149444659131,0.46500185211238515,-0.044588232132769405,-0.9228646733617788,False
Czechia,2005,4.4,35535.7479961511,132.166916903961,Low,0.5797336097669431,0.39517035808018997,1.6863989535702288,-0.08383032073509807,-0.5971418523671191,0.4789290241825496,-0.04851071392017171,-0.983756324772163,False
Czechia,2006,4.1,37786.8781740905,132.542459546926,High,0.6356204767214358,0.3976356221909815,1.62924053973028,-0.06159796498795603,-0.9162149444659131,0.4934108001846602,-0.11959673385805811,-1.082712904824309,True
Czechia,2007,3.9,39629.0061324728,133.318161812298,High,0.6789299584747525,0.40270587476066527,1.589235205116581,-0.03824746580084593,-1.3659232098425411,0.5084898312358962,-0.19210202297230505,-1.1544832318948668,True
Czechia,2008,3.7,40328.3426630095,134.445921802175,High,0.694846567499062,0.41002530502855966,1.547562508716013,-0.028431624300514286,-1.3659232098425411,0.5242231032577739,-0.0527451936037143,-1.2315860092317497,True
