Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,7/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,,,
Dominican Republic,DOM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.2962494,143.3254089,152.8659515,104.5985642,105.1221619,168.8582764,161.9484406,190.1404877,229.2974701,237.1112824,270.0396118,293.9512329,304.2375488,302.2851257,312.4422302,322.048645,328.3652649,336.9889526,327.3985901,346.1210938,353.7936401,416.6831055,462.2628784,,,,Complete,
Algeria,DZA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.85785294,67.05859375,66.681633,75.9513092,92.6876297,100.8369446,116.7750473,150.8665161,206.3720703,207.2018127,227.9539642,285.5020752,340.0913391,337.5736084,366.5867004,296.7682495,265.5343933,270.9326172,271.5377808,242.0700226,211.0727692,208.526825,179.6968842,,,,Complete,
East Asia & Pacific (excluding high income),EAP,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3870668,39.51864774,44.08123596,50.33561489,56.63970559,65.02179741,74.62180626,89.25453753,116.597181,138.5213306,160.376239,200.3010943,233.4987361,263.8620012,287.3999469,307.2812475,312.5786718,342.7519727,388.609816,414.6093096,446.4797023,514.7283462,510.485887,,,,Complete,
Early-demographic dividend,EAR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.38166915,64.03235178,58.78519483,65.80899291,74.37144157,84.89925322,93.69456433,108.1927391,119.4634703,119.945793,137.2904485,153.2050105,160.3731615,165.9693207,164.8882358,163.6836437,160.6892116,165.943173,160.3145296,159.6078673,162.0094668,185.0361707,187.7141536,,,,Complete,
East Asia & Pacific,EAS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.8326988,222.890527,224.5426027,253.0317984,279.7274575,293.8822028,299.8902327,323.5078836,375.8225892,421.3577013,479.6304222,588.8747834,627.1955882,603.4899253,617.5427128,604.4182493,636.8210853,668.7594782,723.4446308,755.0488413,793.6283427,879.2376487,837.6228455,,,,Complete,
Europe & Central Asia (excluding high income),ECA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.45834946,79.90492607,95.89745875,123.7359097,156.9389548,193.191161,226.2091778,276.6212348,322.581042,284.3842449,310.3170583,330.3798413,346.0095496,367.3598431,345.5053483,293.3860764,288.2317581,287.4846979,281.5862522,296.1807285,313.0557452,373.1649864,367.8005876,,,,Complete,
Europe & Central Asia,ECS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.3746031,965.1901492,1089.586517,1350.738669,1567.332231,1660.02602,1778.471901,2050.151709,2294.75645,2196.878372,2185.472055,2368.239353,2273.985619,2379.690672,2425.210496,2098.122955,2090.194455,2186.231528,2338.644992,2327.437818,2520.12746,2852.86366,2792.729709,,,,Complete,
Ecuador,ECU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.11405182,71.16015625,97.25205231,132.0176697,149.7523651,167.7914429,189.5956574,193.3327332,231.6222992,244.5753479,287.0046692,340.4078674,387.5457764,414.1268311,433.418457,464.2218628,449.0386963,469.0454407,493.7319641,484.4719544,473.0195618,498.6079407,492.8357544,,,,Complete,
"Egypt, Arab Rep.",EGY,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.37174988,68.67334747,63.99928665,50.34780884,50.33084488,59.4683876,66.32707214,73.29454041,90.15769958,98.90396881,105.0781784,116.2294922,139.8162537,139.6724548,155.0648041,170.2553253,142.618454,106.0028839,118.0148163,142.6967011,148.3526917,176.9366455,170.9790955,,,,Complete,
Euro area,EMU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731.814648,1773.768414,1975.205588,2475.364537,2830.943707,2948.561616,3116.409137,3536.085767,3994.67623,3928.407156,3813.836618,4074.295615,3800.353963,3979.131572,4067.876388,3497.460994,3564.610894,3754.9788,4043.727006,3990.21969,4261.740862,4786.258658,4414.09743,,,,Complete,
Eritrea,ERI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.03034782,14.90675831,15.77544498,19.81480217,23.15624809,21.92651939,23.77408791,19.62666321,21.55065727,24.35102463,26.00652122,35.55129623,27.78689003,31.63773346,32.93447495,29.22208977,26.00592422,25.10270691,26.68201065,28.42930794,27.66241646,27.58759499,27.08350372,,,,Complete,
Spain,ESP,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.283997,1045.050659,1174.579346,1640.917725,1922.273804,2062.40625,2242.158691,2606.277832,2995.186035,2937.717773,2789.637207,2908.919678,2590.738037,2630.019043,2680.029541,2349.546631,2377.049561,2525.139648,2741.906006,2713.622559,2898.005371,3144.111816,2910.837646,,,,Complete,
Estonia,EST,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.9776917,214.7041779,250.4802094,368.9795532,474.5079651,549.630249,627.1837769,866.4994507,1082.154785,1006.50708,966.1902466,1061.162842,1058.719604,1194.862061,1287.76123,1156.202759,1226.085938,1350.126465,1553.433472,1599.350342,1789.03418,2091.156494,1998.885498,,,,Complete,
Ethiopia,ETH,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28970861,5.50955105,5.14964151,5.70984173,5.7385993,6.4820013,8.42413712,11.63210678,13.03863621,15.1445961,16.17102051,14.62286568,20.00217628,19.26698494,21.6064415,23.21817207,24.34373283,24.18239403,23.5205574,25.93511963,28.28001595,26.06936646,27.0685215,,,,Complete,
European Union,EUU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432.379019,1474.862197,1651.163085,2071.420326,2374.178064,2486.560998,2636.314616,3008.387516,3418.143793,3341.935849,3270.279073,3525.478309,3300.159839,3463.070905,3538.888876,3046.102343,3110.087913,3283.961681,3540.145259,3496.996762,3742.855912,4226.05154,3897.670385,,,,Complete,
Fragile and conflict affected situations,FCS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.33705229,23.4819124,23.28514716,30.07513297,35.16549015,40.89702195,48.43616523,57.1513828,66.34910967,61.29767924,66.65455915,72.42360823,79.34218258,82.88226758,81.23003272,73.07129067,70.74408037,69.77243122,75.6606662,73.95349286,74.50165529,80.72434834,71.87730729,,,,Complete,
Finland,FIN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1726.744385,1810.403809,2059.326904,2613.845703,3044.121094,3236.858398,3414.941406,3918.644531,4486.337891,4349.89502,4251.528809,4717.507813,4573.197266,4892.033691,4922.429688,4128.20752,4108.739746,4235.754883,4521.276367,4459.929688,4736.214355,5261.909668,4902.039063,,,,Complete,
Fiji,FJI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.28569794,61.49855804,69.40512085,86.09690094,110.0681915,120.2107468,126.3861771,140.3019257,134.50354,121.0564652,127.6560364,140.9370422,153.5656281,158.5180664,178.3116913,169.4751892,175.9163513,185.6964569,249.8602295,254.8304749,256.2596741,331.584137,217.1506805,212.8869782,,,Complete,
France,FRA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161.853027,2192.715576,2449.758301,3006.305908,3458.627441,3575.025146,3811.551758,4312.310547,4807.374512,4737.578125,4592.383301,4931.87793,4644.595703,4884.71582,4974.746582,4198.729004,4264.145996,4416.791992,4667.95752,4508.760742,4747.513672,5376.745605,4865.178223,,,,Complete,
Faroe Islands,FRO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
"Micronesia, Fed. Sts.",FSM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.4786224,181.2902374,169.9561768,208.8452454,257.8963318,397.9164429,403.9580689,409.622406,448.3975525,492.5491333,581.4556885,379.5343628,372.1022034,354.8226929,345.0158997,362.2762451,399.7465515,408.8656006,426.758728,424.8993835,402.9805908,398.7614441,396.7605896,,,,Complete,
Gabon,GAB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0503693,120.7646103,131.851059,166.3780212,181.9999695,189.5643311,211.7530212,253.0924377,270.2382202,281.6078491,206.8770294,261.3759766,225.0772247,261.2945252,233.0536804,187.2727051,207.5027313,192.4754334,209.2869721,205.9994507,225.3246613,228.8491516,247.0962219,,,,Complete,
United Kingdom,GBR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2027.644165,2083.990234,2374.821777,2789.351318,3377.116943,3547.289795,3817.990723,4431.637695,4301.415527,3829.682861,3892.380127,4140.362305,4217.247559,4348.286621,4716.302246,4440.738281,4016.63916,3907.822266,4219.486328,4258.634766,4816.152832,5612.049316,5035.617188,5366.776855,,,Complete,
Georgia,GEO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.25807953,56.36803818,66.08916473,80.6542511,105.0956574,132.2249603,152.0617218,195.9908905,281.8467102,270.2170105,285.1502991,312.9692383,345.6007996,355.7394104,367.3204041,292.7634888,319.3100891,302.2636719,329.8941345,306.4607544,351.9433594,413.7199707,477.7095642,,,,Complete,
Ghana,GHA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4517746,12.14821911,14.30371571,18.89894867,23.49901009,38.4290123,49.24240494,57.21900177,63.33117676,62.34637833,80.57714844,91.68003845,81.94947815,105.347847,78.46701813,78.21643066,64.86400604,54.10602188,53.37788773,71.14958191,97.37677765,94.40388489,82.32108307,,,,Complete,
Gibraltar,GIB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
Guinea,GIN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.71722412,21.76875114,24.83917809,25.60194969,26.41420937,19.66388702,16.15967941,22.64143372,22.97397041,23.71565628,22.59741783,24.12806129,23.70012856,25.90467834,36.63517761,43.41540527,38.46130753,32.63646317,34.88978195,42.16910172,41.1027565,44.10476303,55.03785324,,,,Complete,
"Gambia, The",GMB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.83678436,55.65046692,35.99459839,28.3001461,32.15613174,33.2039566,33.41355896,35.91078568,40.0297699,34.59326172,32.99832535,31.05148888,29.56409264,25.59075928,17.33743477,19.67725563,20.77086067,21.55331612,22.5376339,23.21861267,26.85589027,25.39263344,28.89956109,,,,Complete,
Guinea-Bissau,GNB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2785511,14.82278728,14.36923409,14.83164978,18.45145988,21.07736206,22.78861237,26.15806961,34.94678879,27.60988426,31.61246872,44.72909927,37.75499725,46.05934143,64.99989319,52.45866776,56.60805511,54.8225174,58.8792572,54.16643524,68.1931076,68.37879181,66.05480957,,,,Complete,
Equatorial Guinea,GNQ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.24036026,26.85599136,71.37155151,81.2088623,96.12361145,112.0345841,131.6770325,164.4467926,203.9710541,234.8796692,222.4515381,245.8030396,262.1546936,267.6711121,272.7261963,212.2653198,213.1179352,214.5272217,231.1016693,215.5424347,230.3214417,236.8148651,190.093811,,,,Complete,
Greece,GRC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.4105225,1004.81543,1168.824097,1566.40979,1782.695923,1935.267578,2052.875488,2426.759521,2840.508545,2809.05957,2564.369385,2338.915039,1948.248535,1832.029663,1700.494385,1481.419678,1513.259155,1509.784546,1603.077881,1569.029053,1674.78418,1846.373047,1768.110718,,,,Complete,
Grenada,GRD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.3376465,271.038147,307.8436585,286.9051209,294.1239014,326.0922546,324.3206787,359.5350342,401.1507263,376.6844788,374.4650879,403.1712952,413.0265808,417.7458191,381.2259827,404.0068054,409.2784119,454.0726624,462.2394104,515.9472656,477.3442993,514.3214111,521.2373047,,,,Complete,
Greenland,GRL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
Guatemala,GTM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.61930084,100.0203934,107.6204224,113.3828507,122.1627197,132.4190674,149.0426636,158.8939514,175.6725464,169.3755951,175.3131867,191.2473297,200.8488007,198.7929688,217.2376404,233.8447876,246.4538269,265.3659363,265.8182068,278.5902405,289.2164002,341.1486511,396.0799866,,,,Complete,
Guam,GUM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
Guyana,GUY,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.37635422,60.09927368,65.04125214,68.19880676,74.69225311,85.35713959,98.34314728,125.7925873,138.7004395,150.2172394,162.7039337,186.1139221,201.8883209,211.2910614,216.0375977,226.894043,235.916626,266.8636475,296.6690369,314.0977478,367.1126099,462.5905457,531.6278687,,,,Complete,
High income,HIC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2108.84321,2189.894797,2375.143178,2700.582365,2976.065149,3146.629791,3327.432888,3624.55664,3896.571181,3941.221174,4077.909565,4390.871506,4408.980022,4437.391042,4558.009557,4374.870123,4505.437722,4669.889223,4904.295365,5006.729693,5450.799862,5835.820247,5753.774134,,,,Complete,
"Hong Kong SAR, China",HKG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
Honduras,HND,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.48374939,67.13735199,70.72001648,79.65468597,83.29620361,97.86359406,112.1170731,127.5591965,149.0570679,160.2314453,165.199707,182.3137207,184.0415497,176.421875,172.528183,169.9719849,177.8835144,169.0719452,178.1494751,183.750061,212.7419281,253.6334992,251.0440521,,,,Complete,
Heavily indebted poor countries (HIPC),HPC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.91714577,15.16255549,16.05549385,18.64055584,21.51027968,24.76998755,28.99487615,33.76666679,38.00989739,38.87156124,40.56444669,43.8535813,44.57010963,47.80206445,48.52976664,46.12692898,45.41124959,44.18044039,43.42071466,44.8331889,47.70297768,51.23034801,51.32412808,,,,Complete,
Croatia,HRV,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.0621338,388.3248901,386.4440918,512.1521606,634.6203613,727.1310425,816.0170288,1041.034424,1258.872437,1187.545288,1126.373657,1132.498901,1029.971191,889.9445801,909.3716431,795.5083618,840.9012451,902.6251831,1024.624146,1040.085693,1094.532837,1384.119141,1344.190063,,,,Complete,
Haiti,HTI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.35855865,27.39323044,22.36586189,18.60943604,24.0406456,25.25854683,29.11877251,37.59618378,40.445961,41.39894867,55.73518753,77.12206268,75.08546448,59.38277435,65.10858917,68.50547791,60.06819153,53.80579758,62.30102539,49.32995987,44.4271965,57.62987518,52.29947662,,,,Complete,
Hungary,HUN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.1085815,359.6975098,473.1278381,682.8656616,798.4536133,895.2033081,893.2030029,1003.258057,1117.202271,943.6877441,983.1108398,1063.432373,961.1383667,990.6311646,1006.156494,870.5194092,914.1932373,985.0719605,1080.447754,1054.280762,1172.839722,1381.621094,1224.433838,1407.487305,,,Complete,
IBRD only,IBD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.01609497,76.73367451,75.94309872,84.61704735,98.38569485,116.1217213,133.9796215,161.8421017,195.3186149,199.3811007,230.024925,267.3422715,284.759133,304.7757625,311.4111769,296.7612203,295.0267901,323.3129873,337.3151832,348.097575,356.9602837,409.1045433,420.5365759,,,,Complete,
IDA & IBRD total,IBT,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.13564439,63.45253451,62.70341667,70.21381688,81.32398146,95.69145556,110.3218198,132.3639051,158.7295279,161.3768218,184.7513416,213.3040173,226.5430259,241.7244934,246.7771227,234.8790205,232.5344597,252.2830859,262.2904137,269.5570859,275.6678585,314.379069,321.1847352,,,,Complete,
IDA total,IDA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.39127298,15.8657537,16.721298,20.55897946,23.24717339,27.03619714,31.87726521,35.98072294,40.71313424,40.40503378,43.85122742,47.21582581,49.65198682,53.57988036,55.91953286,54.19174483,52.24261061,51.16623193,51.28798939,51.76642985,53.65857163,59.85139187,60.78688292,,,,Complete,
IDA blend,IDB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.16245359,19.22091659,19.64980523,27.38075274,30.44501074,36.0423012,43.26176746,47.20545572,52.12538094,48.52028591,53.93488809,57.93981271,62.82030249,68.32922733,72.29962477,68.27782262,63.60401184,61.21852898,59.3804562,59.8418142,62.2628084,73.24459451,75.11300898,,,,Complete,
Indonesia,IDN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.39148712,16.8734417,18.97848511,25.51065636,25.98270035,34.09753036,44.3965683,55.99677658,59.24273682,62.4021759,85.55950165,107.0054016,105.8542557,102.3382492,102.0048218,96.15701294,106.4002152,110.3261032,110.7158585,118.2238083,131.8225708,158.8976135,127.4438477,,,,Complete,
IDA only,IDX,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.34322007,14.03706771,15.16626686,16.92347455,19.40046856,22.21071024,25.76496821,29.9329377,34.53755877,35.99583299,38.20322246,41.19631165,42.25521485,45.39477334,46.833286,46.38935472,45.96856619,45.68677009,46.8888611,47.3913555,49.01175713,52.63588202,53.08680894,,,,Complete,
Isle of Man,IMN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
India,IND,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.47883415,19.74444199,20.15651703,21.89380074,24.9240799,27.49770737,29.37600899,35.63138962,37.65440369,38.05965042,44.79586029,48.18242264,48.45263672,55.46933746,56.3490181,58.12401581,59.72652817,56.66844559,57.46551132,60.6913681,63.83099747,75.54971313,79.51509857,,,,Complete,
Not classified,INX,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
Ireland,IRL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564.837646,1823.734741,2200.357422,2910.932129,3483.160645,3938.191162,4147.132813,4858.64502,5638.779297,5502.887695,5133.455078,5545.76416,5210.36377,5313.709473,5316.269531,4575.944824,4726.312988,5010.256348,5187.057617,5462.730957,6098.266602,6764.258789,6448.021973,,,,Complete,
"Iran, Islamic Rep.",IRN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.89089203,93.23036957,104.6410599,115.5190735,139.7593231,169.8145752,192.0759735,237.5104218,288.8577576,354.2573853,424.60495,505.3327637,500.2182617,398.3994751,368.1918335,380.4064331,444.4397278,464.1290894,284.9518127,225.2325287,201.4589386,233.7467194,237.82547,,,,Complete,
Iraq,IRQ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.98399925,51.81518173,53.0551796,56.76464462,100.5943375,139.2884522,140.1234436,144.5408325,161.8979034,174.4831238,186.7874298,178.9807129,149.0795136,199.8855133,197.2365418,232.8682556,241.738739,248.0472565,251.5953827,254.6243286,,,,Incomplete,
Iceland,ISL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2855.574707,2528.545654,3046.81665,3839.694092,4414.233398,5079.689453,4918.233398,5803.811523,4749.684082,3622.978271,3614.03833,3937.315918,3784.383789,4095.67627,4522.905762,4303.841797,5053.517578,5992.053223,6280.038574,5912.009766,5692.891113,6722.421875,6851.629395,7196.90918,,,Complete,
Israel,ISR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473.009155,1509.445068,1355.334473,1384.187378,1438.98999,1509.105835,1555.563965,1769.925049,2126.111328,2034.45813,2237.907959,2442.290527,2405.180908,2673.337158,2804.231445,2645.788574,2783.824951,3074.446045,3199.41626,3335.245117,3616.502197,4190.613281,4223.872559,,,,Complete,
Italy,ITA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524.239624,1586.672729,1762.537598,2163.025635,2565.627441,2677.552246,2832.697754,3092.582275,3504.111572,3337.750732,3217.682861,3391.989258,3086.303223,3149.242676,3154.275879,2675.671631,2699.73291,2809.721436,3002.76123,2910.646729,3062.098389,3399.857666,3134.680664,3228.435059,,,Complete,
Jamaica,JAM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.9141541,180.6611633,174.6626129,149.8026733,182.9284668,190.2167664,185.8622131,250.9441986,282.243866,227.908432,254.6974182,274.1094971,260.9064026,253.8757782,256.9966736,284.7729187,285.6094971,323.3738098,332.9004517,341.9077759,323.3021545,371.140564,468.3467102,,,,Complete,
Jordan,JOR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.3348694,161.3390045,164.7500153,161.878418,175.0439301,185.0302124,188.7204132,208.0362701,275.1753235,316.9222107,303.8081665,321.5905762,325.978363,308.9430847,302.1412048,301.6306763,278.1337891,289.0465698,289.4710693,294.9278565,286.197113,301.2863159,295.1387634,,,,Complete,
Japan,JPN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2751.384521,2488.651855,2412.351318,2650.238525,2884.673584,2892.604736,2763.533447,2781.493652,3223.291016,3696.584229,4071.802002,5103.343262,5232.362793,4356.155273,4121.211426,3754.181152,4194.228027,4135.243164,4265.779297,4431.299805,4486.636719,4482.618164,3889.357178,,,,Complete,
Kazakhstan,KAZ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.093647,49.36683273,56.88095856,72.90396881,108.4382172,139.5788574,170.9365387,174.3378601,245.7939758,240.995697,240.6149292,293.7330017,365.0420837,358.9134216,369.6850891,310.0142822,255.8404999,272.9827271,266.9214783,263.6133118,329.5708618,391.8153687,420.9798279,,,,Complete,
