"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Estonia","EST","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71","77","82","87","87","88","91","93","94","94","94","94","96","95","95","95","95","94","93","94","94","93","93","93","93","92","91","91","90","87","84","81",
"Ethiopia","ETH","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","3","3","4","4","6","7","16","16","26","49","21","13","28","57","57","55","55","42","28","30","32","35","37","39","43","46","50","54","58","61","65","61","59","61","62","64","65","62","61","62","63","63","70","73",
"European Union","EUU","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","44.7244881962545","61.4994077330495","63.2153991121114","63.7851575428017","74.6049669019033","76.6511939025612","80.5265296898945","77.216554687398","77.2731218371791","79.4575517991802","88.5477074443988","90.9372276057533","91.2613075829472","86.304386267449","90.7685296403663","91.8076648483664","93.0942253124598","93.8131880584836","93.9814661208721","95.7039124466121","93.8732151305271","95.3397677631926","95.6023320403531","96.7691335349561","96.3652607608057","96.3297480551028","96.9702504056223","96.9188434586432","96.9360901443892","96.5881894618128","96.9220015128562","96.6119461275525","96.8854513003814","94.6080363457411","95.1084617225796","95.1641493005826","94.5450586196634","93.945147685153","94.0080921238694","94.2318230738078","93.8353500592667","93.7872042592883","93.2195875657249","92.7305393380428","92.4506359736973",
"Fragile and conflict affected situations","FCS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","4.97440764963513","10.7909127813616","11.3899443990085","12.3590802279427","17.2763954069072","23.2727677288442","28.5613741367483","33.4263985003193","38.5139881222253","48.044283441414","57.0885071808552","43.5097383008029","44.8363395251933","44.1201158052099","49.5392136515687","49.0159630723791","47.26167415867","45.6859731742088","43.9564403993679","46.1181575313817","47.6218012546901","47.4858415652992","48.6128889926062","51.4026988328637","55.4034904410351","58.0660013768372","59.6881057686382","61.6316652251128","65.0757197068511","69.2765121085836","67.3768394964459","67.8326282838524","63.2970040805885","63.2032400871834","64.2802518320024","63.7732499077616","66.878028174256","68.1557795212119","69.2537672516718","71.1543468609947","68.0472751722743","65.3529592029667","66.7763190747614","67.5755771664387","68.4878577517347",
"Finland","FIN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","92","92","94","94","95","96","97","98","99","90","90","95","99","99","99","99","99","99","99","99","99","98","98","98","98","97","97","99","99","99","99","99","99","98","98","97","92","89","91","91","89","89","91","91","91",
"Fiji","FJI","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","68","70","64","80","77","69","71","90","98","98","97","99","97","96","96","97","97","86","87","89","90","91","93","94","95","96","98","99","99","99","99","99","99","99","99","99","95","91","94","97","97","98","96","97","94",
"France","FRA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","79","79","85","90","94","95","96","88","79","95","94","94","94","94","96","96","97","97","96","97","97","97","97","97","98","98","99","99","99","98","99","99","99","88","92","96","95","95","95","95","96","96","96","96","96",
"Faroe Islands","FRO","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","85","95","85","79","91","78","81","83","79","75","80","76","85","75","84","92","78","94","67","79","85","91","85","84","81","81","77","72","69","73","75","78","83","72","69","79","76",
"Gabon","GAB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","14","31","48","59","65","72","78","78","72","66","67","69","70","62","54","50","45","45","45","45","45","45","45","45","81","82","76","67","75","82","79","70","80","75","75","70","70","63","75","60","70","61",
"United Kingdom","GBR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","41","46","53","59","65","65","67","73","75","78","84","88","92","93","93","94","94","92","91","92","91","91","91","91","92","91","92","92","92","93","94","95","95","95","95","95","94","94","94","93","93","93","92","92","92",
"Georgia","GEO","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","54","58","79","80","80","80","84","80","87","84","75","78","82","88","98","92","88","92","94","92","93","91","94","92","91","93","94","88","85","85","88","86",
"Ghana","GHA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","7","22","23","23","19","22","35","42","47","51","58","60","62","66","70","70","71","71","76","79","88","79","78","80","80","84","84","94","93","94","94","91","92","90","98","89","93","99","97","97","94","98","99","95","95",
"Gibraltar","GIB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","15","15","15","15","15","15","16","17","17","36","52","53","53","54","48","47","56","43","46","50","53","57","60","59","57","63","60","57","64","63","59","56","52","48","47","49","51","53","54","56","58","60","63",
"Gambia, The","GMB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","63","76","80","62","70","78","73","85","82","87","92","85","85","90","93","96","96","96","97","75","80","87","87","87","87","95","95","95","96","98","97","96","98","97","96","97","95","92","93","88","85","82","79","84","80",
"Guinea-Bissau","GNB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","9","18","18","47","55","66","54","61","63","67","63","74","45","53","63","54","45","49","53","57","60","64","68","71","74","77","80","83","86","87","87","86","86","85","79","82","78","74","67","74","74","68",
"Equatorial Guinea","GNQ","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","10","19","48","77","77","76","76","77","79","80","81","81","33","35","37","39","41","43","44","46","48","50","52","54","54","54","53","53","40","53","56","59","62","64","67","70","74","68",
"Greece","GRC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","72","95","83","72","60","54","80","82","83","54","54","85","89","89","90","90","90","90","89","88","89","91","92","94","95","96","98","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","98","95","95",
"Grenada","GRD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","25","43","56","68","76","61","98","80","65","87","80","85","90","89","91","95","80","95","97","88","97","96","98","97","83","99","91","96","99","99","97","95","97","97","97","92","96","96","95","94","72","77","77","86","93",
"Greenland","GRL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","43","42","45","44","48","21","37","16","47","50","66","63","66","75","71","77","66","73","78","77","81","77","82","84","87","87","89","85","95","92","94","88","96","96","74","70","83","91","85","88","90","80","81","88","81",
"Guam","GUM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","35","45","53","58","70","75","64","67","64","77","83","81","79","93","90","86","83","88","90","83","88","85","91","90","91","93","93","94","93","98","95","93","97","98","98","95","97","97","95","99","99","98","98","98","98",
"High income","HIC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","56.7054141791873","69.6484864495452","71.6722769269484","73.4052862639844","79.0135846872202","79.974256003187","82.6469844682069","83.7552770970736","84.2604096119664","86.5102432942426","88.5232571158435","88.7199133624674","86.1004543964676","86.9439312310892","90.9390054974903","90.3166904172594","92.7946637732512","90.4913711192998","91.0702073380595","93.1825327810236","93.0949783796853","94.6328089785848","94.8244969348546","95.7697515054861","95.6234423776796","95.863330032992","96.2385780627847","95.9857581017653","96.0953411207311","95.6781398287991","95.687419338593","96.0134947204016","95.6143436860978","94.9066418219279","95.3600915601878","95.3913960487409","95.4538984437512","94.9503755667858","94.8792182679395","94.9027174108351","94.154934145306","94.7997545440523","94.5767518954529","94.2672687933181","94.1956700494147",
"Hong Kong SAR, China","HKG","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","28","34","46","52","41","58","62","58","74","85","84","94","93","94","94","94","94","95","97","95","94","96","95","92","94","98","95","94","93","97","97","97","98","99","99","98","95","90","91","88","80","77","78","73","75",
"Heavily indebted poor countries (HIPC)","HPC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","7.61239414452904","14.9334360573473","16.0566456818368","18.4823830841801","20.5084380374006","25.2971356676482","30.5628820727318","37.2985717299904","40.8629877780542","46.2704563248037","51.6677856618126","44.919004045936","44.8457445509764","47.7957048207635","50.3371605644381","52.0820923197594","51.7903884499964","50.9945558526103","48.932482669875","49.3832524624372","52.185267544975","54.3890101146903","56.8262891371847","61.0709499906432","64.4086345004939","68.0287402626826","69.387535659205","71.4333686414665","72.4482831763199","74.355806438671","74.6285700525226","76.1427584419384","76.5010734266396","75.3575092238604","76.880825775161","76.7701962344943","77.7216147469853","77.9642930852485","77.4385140375022","77.4671091303291","74.8547010941668","73.2868436867714","73.979664633034","73.5340074798871","73.9654126788623",
"Croatia","HRV","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","85","87","90","91","92","93","93","93","94","95","94","96","96","96","96","96","96","97","96","96","96","95","94","93","92","93","94","94","92","92","93","92",
"Haiti","HTI","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","3","14","13","9","14","19","24","28","48","50","41","36","38","39","41","42","42","42","42","41","44","47","51","54","57","60","61","63","64","65","67","68","66","65","63","64","59","60","57","54","58","48","48","54","60",
"Hungary","HUN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99",
"IBRD only","IBD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","13.8134523487545","15.1177942357854","17.8800772911929","37.3101121511538","44.3195667973466","49.8324926353921","52.3075625808692","56.9900544703792","68.7818791677776","72.7183789028999","80.6290106297658","76.8197348534638","75.2055269617431","75.7814788888517","77.4356631325278","77.5998654381223","76.9948404306014","76.4437835659227","76.5694356320335","76.3541564456679","76.4367877050735","77.0116200317652","76.15161551773","77.394028879048","78.9054544066942","79.9223927834305","81.2639768304956","81.0200159002889","84.3518501641641","86.63588754475","88.2001745625752","89.2552964009588","89.6428736956704","89.360751853947","89.7627114980656","90.2092220931336","90.7512471857505","90.7658129638239","91.1723532809373","90.8134168689944","87.1704539174132","85.4536893645648","90.8494353244953","89.4514368365198","90.1179188104313",
"IDA & IBRD total","IBT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","11.6291838828083","13.699326331641","16.0739939880767","31.2535304113184","37.7387741939909","42.9765205993855","46.2563518017543","51.0381823046291","61.0313449445916","66.4062711325847","74.6995067927271","70.0823402309159","68.6528988343039","68.4226612872253","70.7551031947295","71.2089807378203","70.142015934241","69.5713231581398","69.3904511820884","69.6493381936119","70.2158480223069","70.8043251701035","70.4796839550666","72.2237103755867","74.4663316719024","75.3882073594275","76.6283124535588","76.6346395012434","79.5033385385354","81.8208461748615","82.4259332947292","83.6083932583693","82.8561190993244","82.5659453967794","83.6284380093524","83.7981531211703","84.9820320003504","85.0175533119337","85.7545376845269","85.9771381477056","82.5240725124352","80.8459890914843","84.1505515824601","83.5362341664412","83.8669587235531",
"IDA total","IDA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","5.30390463758375","9.6002296637931","10.8797943188105","13.7771237993433","19.0634619007134","23.9138967452665","29.4000457681231","34.395101437485","39.2917419893135","48.973621098858","58.6228834800015","51.959058913055","51.5351451483975","50.4168940518937","55.0388104102044","56.6264477372334","54.9493369286601","54.7621450950672","54.3335476352784","55.9355518019572","57.8092462946257","58.6281898974625","59.5518433342195","62.4918875046908","66.2618129786308","67.1237588851073","68.2938111914938","68.8793622391348","71.0425886864392","73.4957832574254","72.521373480339","74.1135238643536","71.5800979661298","71.2570422951601","73.4953135563992","73.4224505076516","75.8334418977392","76.041314707376","77.4384593281052","78.8797443692867","76.0397082404994","74.7662003351649","75.8241219445572","76.4893439730915","76.6407229220703",
"IDA blend","IDB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","1.84995654193347","3.96827088645178","5.53332656613867","10.293762206417","23.0895426801456","30.2311785652511","35.4018894118968","39.8630354139382","43.8876923309479","49.5626786914404","58.919172460228","50.3742651430019","50.9479504229312","41.8155723036928","49.0621396712352","54.5914813468072","46.9237335716491","46.647347266537","48.0673304189604","52.6904065127117","53.0028128141743","52.6130326907033","52.8623904854254","54.4812955278229","56.8439470724331","57.212907715881","57.641340732792","56.7080487846947","61.1493385582956","64.7414824775212","62.626890015673","65.1763736537918","59.926216422903","60.2893337011879","63.3120713704547","63.768842265758","69.3972815687675","69.0436369139179","73.6020055288307","76.8177188545087","73.5042084652521","74.7475213472822","74.9104666858385","78.6002852846941","78.450028596918",
"Indonesia","IDN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","1","1","6","13","27","47","50","54","57","60","62","64","66","68","69","72","73","74","75","75","76","70","71","71","72","72","73","77","78","81","81","87","92","88","84","84","85","85","85","77","67","91","83","78",
"IDA only","IDX","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","6.962716070405","12.3283182796971","13.5081114294921","15.5136100707808","17.0361107973264","20.7127919253614","26.3500920270879","31.6040885838077","36.9321581537588","48.6692070153137","58.4685478966404","52.7899372363111","51.8577716808051","55.1298224225808","58.2974776008522","57.7304285563681","59.2847636832983","59.139753449693","57.7138172606179","57.6853384630329","60.4132169270414","61.9092755814768","63.2172508338626","66.8823156097645","71.4382307832806","72.574745425893","74.1599915063936","75.6491856405189","76.6180037459673","78.502777689388","78.2593654403731","79.2776127615901","78.3369498691396","77.5858443013399","79.3275100649565","78.9319751533868","79.4809967775444","79.9476733146776","79.5465190572372","79.996279969612","77.3922329763045","74.7760425617828","76.3032558390745","75.3846106938031","75.6953407991004",
"Isle of Man","IMN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","6","6","12","14","16","18","20","30","40","50","70","57","56","61","67","71","66","62","61","59","58","59","59","61","63","65","65","64","70","74","79","82","82","83","85","87","88","89","90","91","85","85","93","91","94",
"Not classified","INX","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","34","36","43","42","45","45","44","44","43","65","65","67","68","70","71","73","74","76","84","86","86","84","83","86","89","90","91","92","93","94","94","95","95","96","96","95","95","95","94","94","94","94","93","93","92",
"Iran, Islamic Rep.","IRN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","32","29","41","33","33","51","57","57","88","82","91","88","97","99","95","98","99","99","99","99","99","96","99","99","99","95","98","99","99","99","99","99","99","98","99","98","99","99","99","99","99","98","99","99","98",
"Iraq","IRQ","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","14","13","18","16","67","86","91","94","87","87","83","78","74","70","72","74","76","78","76","81","80","78","77","75","74","65","59","57","69","78","74","81","72","73","73","68","71","81","86","84","74","78","93","91","90",
"Iceland","ISL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","99","99","98","94","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","98","98","92","95","97","99","95","97","97","98","96","96","95","89","91","90","92","91","89","91","93","93","92","92","92","94",
"Israel","ISR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","84","91","92","89","87","85","92","92","92","92","93","94","95","96","95","96","94","95","92","91","93","92","90","93","95","93","95","95","94","96","95","94","94","96","95","95","94","98","98","98","98","98","98","98","98",
"Italy","ITA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","95","95","95","95","95","96","95","95","95","87","93","93","96","94","95","96","97","96","96","96","96","97","96","95","93","94","95","95","96","94","94","95","95","94",
"Jamaica","JAM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","24","39","34","51","58","60","74","81","82","85","86","85","84","91","93","90","92","90","86","89","93","98","97","94","96","99","94","91","90","90","94","92","96","93","92","91","99","93","97","96","96","90","98","99","99",
"Jordan","JOR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","30","81","75","76","81","85","88","90","93","94","92","92","92","91","94","95","96","99","99","85","91","99","95","97","95","95","98","98","97","98","98","98","98","98","98","99","98","99","96","89","77","85","92","96","96",
"Japan","JPN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","60","75","81","80","82","83","84","85","86","87","90","92","87","85","80","74","99","70","75","80","85","95","96","97","99","98","98","98","98","97","97","97","97","96","96","96","99","99","98","98","96","99","99","98","99",
"Kazakhstan","KAZ","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","76","76","93","95","97","99","98","97","95","95","99","82","98","99","93","99","98","99","99","99","98","95","98","83","99","98","97","88","95","99","99","98",
"Kenya","KEN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","58","70","72","77","82","83","84","86","87","89","92","94","87","79","81","82","82","80","84","73","73","76","80","81","88","88","90","96","94","87","92","89","88","81","91","93","93","95","94","93","91",
"Kyrgyz Republic","KGZ","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","64","82","93","98","98","97","99","99","99","98","98","99","98","92","94","95","95","96","96","96","97","96","97","96","92","94","95","87","89","90","86","85",
"Cambodia","KHM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","17","23","37","37","45","47","38","38","32","35","37","39","43","46","47","53","59","60","54","69","85","82","80","82","91","94","90","91","90","86","90","91","91","90","89","88","86","86","84","84","83",
"Kiribati","KIR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","43","29","53","40","18","37","37","36","63","79","97","70","86","99","71","60","79","91","88","78","90","85","77","70","62","79","86","94","82","86","91","99","94","95","75","78","81","90","95","97","92","90","91","90","94",
"St. Kitts and Nevis","KNA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","56","67","92","90","97","92","99","96","94","99","99","99","99","99","99","99","99","99","98","99","99","99","97","99","96","99","99","99","99","98","96","98","98","97","98","94","98","98","98","97","99","96","96","96","97",
"Korea, Rep.","KOR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","61","61","69","76","76","76","57","58","89","74","79","84","88","93","99","90","80","74","86","97","97","97","97","88","96","98","91","94","94","94","99","99","99","99","98","98","97","98","98","98","98","98","98","97",
"Kuwait","KWT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","67","79","83","89","89","90","91","92","94","94","71","80","88","97","99","99","99","96","95","94","98","99","99","99","98","99","99","99","99","99","98","99","98","99","95","99","99","99","91","92","93","94","96","99","99",
"Latin America & Caribbean (excluding high income)","LAC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","34.3408952891074","39.5071167440443","44.5044148449708","47.46364004045","55.7078890229896","54.2177308409831","54.6784742763413","57.4558583603885","61.2620101529465","62.9397792086262","66.9641269989558","77.7564526914634","77.237865101436","78.7156129355463","80.4860283910611","83.5945460780812","82.6329657193399","83.6483294151235","88.0534256469714","89.15267887457","91.3648321149666","90.8077467227992","92.5736317997272","93.9056554088676","93.6229318564735","94.0299161417095","94.83873114359","94.7541864292063","94.6683752095679","94.4362730546437","94.2678327632328","93.8491832257847","94.2042814757083","90.4350892346024","89.1713955957037","89.9416323828164","89.6280510149344","85.5832100931742","87.0440162405725","80.0173161732444","76.633746599409","75.515444306102","79.8288776888712","83.9239492901597","82.3919610409279",
"Lao PDR","LAO","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","7","7","7","5","4","5","10","17","21","18","22","23","25","48","54","58","60","54","55","51","52","53","49","45","49","57","50","61","67","74","76","77","83","83","82","82","78","75","66","61","65","70","74","67",
"Lebanon","LBN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","2","4","4","4","17","30","46","63","79","82","86","90","91","92","93","93","92","89","86","83","80","77","74","75","77","78","80","81","81","82","82","83","83","83","83","83","83","83","83","71","67","67","53","49",
"Liberia","LBR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","48","44","39","35","31","60","60","65","75","81","70","77","80","80","63","65","73","80","81","71","66","67","79","83","83",
"Libya","LBY","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","60","67","72","79","81","81","82","82","84","87","84","87","90","96","95","95","96","96","95","94","94","94","93","95","97","98","98","98","98","98","98","98","98","96","94","97","97","97","73","73","73","73","73","73","86",
"St. Lucia","LCA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","56","64","79","81","83","87","78","85","78","92","89","96","96","97","93","98","88","98","88","89","70","99","74","90","91","95","85","99","96","95","97","99","98","99","99","99","95","80","95","92","86","80","81","74","99",
"Latin America & Caribbean","LCN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","37.2467527856962","42.304057682642","46.7198577329088","49.4839439424208","56.087301262782","55.593452129026","56.2006081553427","58.9012217316517","62.3268730785709","63.8753731762829","68.033916999329","77.7254990794327","77.2698282172503","78.6234900417056","80.1171211349941","83.1619301891062","81.6892701695029","82.8266952259479","85.6976064604111","88.6252587492889","90.6337912487623","89.9450328597377","91.3110188305542","92.5441790499079","93.1840057998482","93.5603741406381","93.4284773904332","92.8501747594453","92.0925509903735","93.7285409698825","93.2767509439943","92.8779975240115","93.2987356219436","89.9765264621189","88.6860043023542","89.8564771630599","89.5252269182619","84.8083787424849","85.9316526627923","79.8749196658701","76.2017953256467","75.3882643200207","78.7315562416442","82.9071429143487","81.8286222413454",
"Least developed countries: UN classification","LDC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","5.28898929983756","10.4960764617451","11.2608094371656","13.2513031593797","15.0005587824814","18.5055295850367","22.6763360220931","29.1204480880494","34.0645147876023","45.4471905462993","55.8991646701147","49.7651900712491","48.0930462566379","51.9504106819341","54.968651658895","54.1863312483856","56.0415244892635","56.1515393300586","54.7684817818124","53.8884894631317","56.8369873019854","59.0232234700592","60.5382500382013","64.3843056396082","69.3270562123178","70.3453938434841","72.0227632983861","73.2208575508267","74.3369875817597","76.2544776370212","76.0070954202588","77.3754853668225","76.72848923316","76.075066142457","77.6143751747649","77.5160640092691","78.0137803778677","78.254774040212","78.251140031754","78.5454163709628","75.9663184702239","73.0754517119215","74.5947604630432","74.1817026859019","74.3994118554781",
"Low income","LIC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","6.13283318267653","15.5439614986083","16.7115856967252","18.3466857726205","20.5287355935334","23.6131087641646","30.1348847170726","35.9717470842273","41.7959166696792","49.9984810724836","53.7426026802547","47.54886262331","47.566551713373","48.3770342586637","42.8239453244959","45.1129224517183","45.2193658944485","43.8176097089175","44.6705081005043","48.6071709829886","51.435362304953","53.6170477998149","55.4966046470024","59.9791446356287","64.5450162674228","69.2990839821704","70.5995630856533","72.6428420033802","72.9322531773881","74.4430915016885","73.751260557412","75.1581410470269","74.7232059465188","74.0601073462756","74.9506768732309","74.4978593446025","75.3027016609995","76.1003960906612","76.3798779606623","77.4712073560769","74.1924002623389","71.6536607249056","72.2853951855986","69.7606812501494","69.8978339865599",
"Liechtenstein","LIE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","46","45","57","64","66","70","75","77","83","87","86","86","88","90","88","93","92","97","94","99","99","98","98","99","97","99","98","98","98","97","99","99","99","99","99","99","99","99","99","99","96","96","98","99","97",
