Country Name,Year,People using safely managed drinking water services percentage
Togo,2004,7.93017508647132
Tajikistan,2004,40.2638759233785
Turkmenistan,2004,71.4967369287838
Latin America & the Caribbean (IDA & IBRD countries),2004,63.0015391366327
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2004,50.8833682433534
Tonga,2004,29.2721272419265
Tunisia,2004,72.9770490843235
Tuvalu,2004,7.81300582950576
Tanzania,2004,2.27790955498345
Uganda,2004,4.42555644657335
Ukraine,2004,69.348448423106
Upper middle income,2004,71.5484847724048
Uzbekistan,2004,59.1177630470343
Virgin Islands (U.S.),2004,97.7007339640522
Viet Nam,2004,47.8963134909468
World,2004,62.9655962252231
Samoa,2004,60.357089577883
Zimbabwe,2004,29.3894113590863
Afghanistan,2005,14.733852939883
Africa Western and Central,2005,16.626167279659
Albania,2005,52.5783324245073
Andorra,2005,90.639998076826
Armenia,2005,82.9297558605244
American Samoa,2005,85.8268327867824
Austria,2005,97.5755346684751
Azerbaijan,2005,61.9546773370466
Belgium,2005,99.6313528411414
Bangladesh,2005,55.2188500690923
Bulgaria,2005,92.2676250323734
Bahrain,2005,98.9145617048306
Bosnia and Herzegovina,2005,87.9548253804655
Belarus,2005,84.4451987740795
Brazil,2005,77.8119682556767
Bhutan,2005,24.5642447224496
Central African Republic,2005,7.86378242326338
Canada,2005,98.2407953766762
Central Europe and the Baltics,2005,89.1848778734126
Switzerland,2005,96.7000007627469
Chile,2005,94.2947464357848
Cote d'Ivoire,2005,24.2429225324484
"Congo, Dem. Rep.",2005,12.1619476934982
"Congo, Rep.",2005,31.1952506737724
Colombia,2005,70.0860124543181
Costa Rica,2005,77.996279227751
Cyprus,2005,96.3654106331384
Czechia,2005,96.7916669349274
Germany,2005,99.8558293374314
Denmark,2005,94.8153532403821
Dominican Republic,2005,42.7649172347784
Algeria,2005,72.7531510539839
East Asia & Pacific,2005,71.7987962335515
Europe & Central Asia (excluding high income),2005,67.7176887407144
Europe & Central Asia,2005,88.1357088438638
Ecuador,2005,60.6980071745337
Euro area,2005,97.309082282566
Spain,2005,99.4927535691672
Estonia,2005,93.3569306926707
Ethiopia,2005,6.19294653351699
European Union,2005,95.7460528090691
Fragile and conflict affected situations,2005,24.6014480310729
Finland,2005,95.7956735304335
Fiji,2005,39.7287160928022
France,2005,97.587793590855
United Kingdom,2005,100.0
Georgia,2005,64.9018435294351
Ghana,2005,17.2366792678794
Gibraltar,2005,100.0
"Gambia, The",2005,28.2440609589333
Guinea-Bissau,2005,19.261614697307
Greece,2005,99.4864855343004
Grenada,2005,83.2097612499412
Guatemala,2005,49.2272204017825
Guam,2005,98.8886892515779
High income,2005,92.426536418587
"Hong Kong SAR, China",2005,98.7427447071337
Honduras,2005,46.3607320531449
Croatia,2005,85.3341709221267
Hungary,2005,86.7880189539867
IDA total,2005,27.2424326708342
IDA blend,2005,29.2355155775571
Indonesia,2005,25.2014182810079
IDA only,2005,25.9847461253882
Ireland,2005,69.5667185221325
"Iran, Islamic Rep.",2005,91.4388584180646
Iraq,2005,52.6159214523633
Iceland,2005,92.831592601592
Israel,2005,99.7150551575316
Italy,2005,95.8630279708476
Jordan,2005,53.4555121588592
Japan,2005,97.9014926396703
Kazakhstan,2005,69.6889774785842
Kyrgyz Republic,2005,48.2826484177464
Cambodia,2005,19.3779940674056
Kiribati,2005,10.7607040206193
"Korea, Rep.",2005,97.1056507648801
Kuwait,2005,100.0
Latin America & Caribbean (excluding high income),2005,61.9092431521173
Lao PDR,2005,11.609332913971
Lebanon,2005,44.6135485165079
Latin America & Caribbean,2005,72.3789314088418
Least developed countries: UN classification,2005,24.6999443442364
Low income,2005,20.2245697038596
Liechtenstein,2005,100.0
Sri Lanka,2005,45.3367534277481
Lower middle income,2005,48.1526213221516
Low & middle income,2005,56.6984336238885
Lesotho,2005,13.4224474798429
Lithuania,2005,73.0533069366256
Luxembourg,2005,99.8268041244314
Latvia,2005,92.5530451831669
"Macao SAR, China",2005,99.9755029907559
St. Martin (French part),2005,96.7
Morocco,2005,43.8053962224826
Monaco,2005,100.0
Moldova,2005,50.4554744500093
Madagascar,2005,9.93261554174104
"Middle East, North Africa, Afghanistan & Pakistan",2005,73.8506316191161
Mexico,2005,40.4946451584368
North Macedonia,2005,80.3709175851592
Malta,2005,99.9999995796661
Myanmar,2005,35.0113823110854
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2005,51.3899065460319
Mongolia,2005,23.2589073627538
Northern Mariana Islands,2005,83.6881524100733
Malawi,2005,8.87484552300244
Malaysia,2005,92.9667158445377
North America,2005,95.3868183590417
New Caledonia,2005,89.0369951503331
Nigeria,2005,16.3622733523552
Nicaragua,2005,48.3586973787552
Netherlands,2005,99.9879693141635
Norway,2005,99.7459664137081
Nepal,2005,28.0795590419156
New Zealand,2005,84.393571548223
OECD members,2005,90.4831621578086
Oman,2005,84.3256624573211
Pakistan,2005,35.565157544645
Peru,2005,46.8550889845653
Philippines,2005,44.5322162298932
Palau,2005,70.2256286136504
Poland,2005,91.9585015757432
Puerto Rico (US),2005,75.7018571873588
"Korea, Dem. People's Rep.",2005,68.8284022385387
Portugal,2005,93.8382334033863
Paraguay,2005,54.1794188710187
West Bank and Gaza,2005,74.7926354848794
Post-demographic dividend,2005,95.6249197833755
French Polynesia,2005,92.0289552704114
Qatar,2005,96.3402204469615
Romania,2005,81.7001355471236
Russian Federation,2005,74.9699419534107
Senegal,2005,21.4047639645201
Singapore,2005,100.0
Sierra Leone,2005,6.06988832530289
San Marino,2005,100.0
Serbia,2005,74.5380884475973
Sub-Saharan Africa,2005,19.6151517892959
Sao Tome and Principe,2005,28.2406302679152
Suriname,2005,52.712658005707
Slovak Republic,2005,94.7253788932415
Slovenia,2005,91.1052295089035
Sweden,2005,99.4543575191767
Chad,2005,5.67687951850081
Europe & Central Asia (IDA & IBRD countries),2005,74.6141815131976
Togo,2005,8.05396654706982
Tajikistan,2005,41.3938950398127
Turkmenistan,2005,73.1729874129951
Latin America & the Caribbean (IDA & IBRD countries),2005,63.2795898955271
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2005,51.1878185242673
Tonga,2005,29.2939666279201
Tunisia,2005,73.2337108569773
Tuvalu,2005,7.86695600524296
Tanzania,2005,3.03221320781846
Uganda,2005,5.03075868572717
Ukraine,2005,71.957494683954
Upper middle income,2005,72.1999855000351
United States,2005,95.3550903811312
Uzbekistan,2005,60.4369136524576
Virgin Islands (U.S.),2005,97.7301441204433
Viet Nam,2005,48.4582045028969
World,2005,63.6558162754783
Samoa,2005,60.4735583033148
Zimbabwe,2005,29.1944739448653
Afghanistan,2006,15.6484265825764
Africa Western and Central,2006,17.4032289842604
Albania,2006,54.4670824974091
Andorra,2006,90.6400039911945
Armenia,2006,83.0495663188159
American Samoa,2006,86.8903721818232
Austria,2006,97.7467976841823
Azerbaijan,2006,62.5618941223254
Belgium,2006,99.6313486029159
Bangladesh,2006,55.1836736404241
Bulgaria,2006,92.789075684739
Bahrain,2006,98.921077117883
Bosnia and Herzegovina,2006,88.0730308940977
Belarus,2006,85.5099440254235
Brazil,2006,78.0771293045467
Bhutan,2006,24.9185279624971
Central African Republic,2006,7.73617229496012
Canada,2006,98.2994653733153
Central Europe and the Baltics,2006,89.4986302128428
Switzerland,2006,96.7000032846423
Chile,2006,94.7076424957526
Cote d'Ivoire,2006,24.3205097542301
"Congo, Dem. Rep.",2006,12.1371326820642
"Congo, Rep.",2006,32.8366595630217
Colombia,2006,70.3817298964061
Costa Rica,2006,78.2704762052349
Cyprus,2006,96.625296558312
Czechia,2006,96.9110206402679
Germany,2006,99.8623389775668
Denmark,2006,95.2122641652862
Dominican Republic,2006,42.9501173510366
Algeria,2006,73.2443466074211
East Asia & Pacific,2006,72.4976548232838
Europe & Central Asia (excluding high income),2006,69.2838773985713
Europe & Central Asia,2006,88.5349072704027
Ecuador,2006,61.1739057460291
Euro area,2006,97.4771358029937
Spain,2006,99.5283435190003
Estonia,2006,93.7041776355574
Ethiopia,2006,6.42705681233099
European Union,2006,95.9397195908248
Fragile and conflict affected situations,2006,25.1794441594921
Finland,2006,96.1927409186447
Fiji,2006,39.8282310201414
France,2006,97.7102118013341
United Kingdom,2006,99.99817826734
Georgia,2006,65.1519552300484
Ghana,2006,18.6981146399445
Gibraltar,2006,100.0
"Gambia, The",2006,29.5643185142197
Guinea-Bissau,2006,19.5580767742152
Greece,2006,99.4733442014323
Grenada,2006,84.118329645266
Guatemala,2006,49.7126929118513
Guam,2006,98.9131324632535
High income,2006,92.4349526644985
"Hong Kong SAR, China",2006,98.8666428296713
Honduras,2006,47.8287335979325
Croatia,2006,85.375418818706
Hungary,2006,86.8344360656067
IDA total,2006,27.6259991435318
IDA blend,2006,29.7788647747103
Indonesia,2006,25.5274177283386
IDA only,2006,26.2631470598947
Ireland,2006,74.1724102550088
"Iran, Islamic Rep.",2006,91.6440213085547
Iraq,2006,53.0880696476524
Iceland,2006,93.3667920076914
Israel,2006,99.700759497054
Italy,2006,96.0822585805384
Jordan,2006,55.5552336107316
Japan,2006,97.9487504891578
Kazakhstan,2006,71.3016563945327
Kyrgyz Republic,2006,50.0861195140894
Cambodia,2006,19.8622863358812
Kiribati,2006,10.9234893294596
"Korea, Rep.",2006,97.1056507648801
Kuwait,2006,100.0
Latin America & Caribbean (excluding high income),2006,62.1807107340006
Lao PDR,2006,12.0347463223553
Lebanon,2006,44.8404383533333
Latin America & Caribbean,2006,72.6312469281585
Least developed countries: UN classification,2006,24.9079200366141
Low income,2006,20.6602451532075
Liechtenstein,2006,100.0
Sri Lanka,2006,45.5262626367779
Lower middle income,2006,49.0758105614417
Low & middle income,2006,57.5010887358414
Lesotho,2006,14.408210007123
Lithuania,2006,74.9187162556045
Luxembourg,2006,99.8259810502773
Latvia,2006,92.6362855798782
"Macao SAR, China",2006,99.9776508972268
St. Martin (French part),2006,96.7
Morocco,2006,44.3692827735523
Monaco,2006,100.0
Moldova,2006,52.7706297271939
Madagascar,2006,10.6358995156338
"Middle East, North Africa, Afghanistan & Pakistan",2006,74.4295495409396
Mexico,2006,40.6693180811485
North Macedonia,2006,80.3575054814681
Malta,2006,100.0
Myanmar,2006,36.589093422906
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2006,51.7147480860938
Montenegro,2006,83.8692801581273
Mongolia,2006,24.3155537506641
Northern Mariana Islands,2006,84.2552690390455
Malawi,2006,9.29131815990356
Malaysia,2006,93.0358826563392
North America,2006,95.3953276012202
New Caledonia,2006,89.7057311342468
Nigeria,2006,17.2747034549588
Nicaragua,2006,48.4810269788073
Netherlands,2006,99.9867865989515
Norway,2006,99.6916844985022
Nepal,2006,28.3375311333259
New Zealand,2006,85.3742837795356
OECD members,2006,90.5525256079943
Oman,2006,84.6906170637599
Pakistan,2006,35.8658677303163
Peru,2006,47.2356370534844
Philippines,2006,44.6699867918066
Palau,2006,71.3281474162699
Poland,2006,92.3434064475169
Puerto Rico (US),2006,75.8158383712737
"Korea, Dem. People's Rep.",2006,68.6211707238229
Portugal,2006,93.8774821385844
Paraguay,2006,54.9740890307161
West Bank and Gaza,2006,75.1219833441015
Post-demographic dividend,2006,95.8262584590928
French Polynesia,2006,92.0289552704114
Qatar,2006,96.3402204469615
Romania,2006,81.7372115100056
Russian Federation,2006,75.0310378662127
Senegal,2006,21.7179133599936
Singapore,2006,100.0
Sierra Leone,2006,6.28321356199777
San Marino,2006,100.0
Serbia,2006,74.5771190397683
Sub-Saharan Africa,2006,20.2238611855132
Sao Tome and Principe,2006,28.7574512551918
Suriname,2006,52.9043193014222
Slovak Republic,2006,95.3647384809417
Slovenia,2006,91.1052295089035
Sweden,2006,99.4671570264548
Chad,2006,5.70471778217889
Europe & Central Asia (IDA & IBRD countries),2006,75.3179043537559
Togo,2006,8.17893108732728
Tajikistan,2006,42.5485169593607
Turkmenistan,2006,74.8670839918494
Latin America & the Caribbean (IDA & IBRD countries),2006,63.5536685243727
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2006,51.511883888116
Tonga,2006,29.3160963190819
Tunisia,2006,73.4880983397112
Tuvalu,2006,7.92096411806928
Tanzania,2006,3.84023410327136
Uganda,2006,5.65771078529133
Ukraine,2006,74.535211797364
Upper middle income,2006,72.843907326895
United States,2006,95.3643936516815
Uzbekistan,2006,61.7485066346126
Virgin Islands (U.S.),2006,97.7595542735937
Viet Nam,2006,49.0191939605619
World,2006,63.9526909896126
Samoa,2006,60.5888864028212
Zimbabwe,2006,28.9988812477773
Afghanistan,2007,16.5625231156134
Africa Western and Central,2007,18.2013201198823
Albania,2007,56.3838433244244
Andorra,2007,90.6400035740641
Armenia,2007,83.1699243253424
American Samoa,2007,87.5578229012245
Austria,2007,97.9180546951281
Azerbaijan,2007,63.1655786670373
Belgium,2007,99.6313479016327
Bangladesh,2007,55.1449682258641
Bulgaria,2007,93.3107649601008
Bahrain,2007,98.9275922038192
Bosnia and Herzegovina,2007,88.1903648973967
Belarus,2007,86.5564474892655
Brazil,2007,78.3372659226286
Bhutan,2007,25.2715804659878
Central African Republic,2007,7.61142944035955
Canada,2007,98.3599721754986
Central Europe and the Baltics,2007,89.8312768137842
Switzerland,2007,96.6999991109957
Chile,2007,95.1225882108195
Cote d'Ivoire,2007,24.3976310262985
"Congo, Dem. Rep.",2007,12.107874117823
"Congo, Rep.",2007,34.5007061970797
Colombia,2007,70.6354233345572
Costa Rica,2007,78.5306208742014
Cyprus,2007,96.8851539116552
Czechia,2007,97.0307252765234
Germany,2007,99.8688815544332
Denmark,2007,95.6091688218986
Dominican Republic,2007,43.1298632689256
Algeria,2007,73.7207212607151
East Asia & Pacific,2007,73.179766377392
Europe & Central Asia (excluding high income),2007,70.7791583579058
Europe & Central Asia,2007,88.93485864525
Ecuador,2007,61.6496381799933
Euro area,2007,97.6159192078494
Spain,2007,99.5641228190585
Estonia,2007,94.0556407412387
Ethiopia,2007,6.68361693859164
European Union,2007,96.1176284731704
Fragile and conflict affected situations,2007,25.7569416119738
Finland,2007,96.5898115697584
Fiji,2007,39.9278597360305
France,2007,97.8334488675103
United Kingdom,2007,99.9860522931161
Georgia,2007,65.4015856957258
Ghana,2007,20.1917142121044
Gibraltar,2007,100.0
"Gambia, The",2007,30.9054783032266
Guinea-Bissau,2007,19.853440084707
Greece,2007,99.4451665791768
Grenada,2007,85.0303517613659
Guatemala,2007,50.2006751579081
Guam,2007,98.9375756749291
High income,2007,94.4692714517905
"Hong Kong SAR, China",2007,98.9906092938509
Honduras,2007,49.3289196788063
Croatia,2007,85.4166611736266
Hungary,2007,86.8805068866983
IDA total,2007,28.0602836033599
IDA blend,2007,30.3426757168613
Indonesia,2007,25.8512091835091
IDA only,2007,26.6072269106735
Ireland,2007,78.7041283461291
"Iran, Islamic Rep.",2007,91.8383878282547
Iraq,2007,53.5596517869386
Iceland,2007,93.9019891963135
Israel,2007,99.6864568076892
Italy,2007,96.1322701252521
Jordan,2007,57.6639543052289
Japan,2007,97.9960161050579
Kazakhstan,2007,72.9273378339942
Kyrgyz Republic,2007,51.9178313424606
Cambodia,2007,20.3472167317765
Kiribati,2007,11.1309934212182
"Korea, Rep.",2007,97.2711191217053
Kuwait,2007,100.0
Latin America & Caribbean (excluding high income),2007,62.4401588050336
Lao PDR,2007,12.4603805311868
Lebanon,2007,45.0673281901587
Latin America & Caribbean,2007,72.8825099602069
Least developed countries: UN classification,2007,25.1854199983741
Low income,2007,21.1369998936513
Liechtenstein,2007,100.0
Sri Lanka,2007,45.7153301332015
Lower middle income,2007,50.0114724140155
Low & middle income,2007,57.9886203400521
Lesotho,2007,15.370615691576
Lithuania,2007,76.7984580811854
Luxembourg,2007,99.8251796236763
Latvia,2007,92.8995303184028
"Macao SAR, China",2007,99.9797988036977
St. Martin (French part),2007,96.7
Morocco,2007,44.9293885612251
Monaco,2007,100.0
Moldova,2007,55.1178070219143
Madagascar,2007,11.3599943406554
"Middle East, North Africa, Afghanistan & Pakistan",2007,75.0641977180784
Mexico,2007,40.8420934755778
North Macedonia,2007,80.3472736536351
Malta,2007,100.0
Myanmar,2007,38.1928484476628
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2007,52.0335188246109
Montenegro,2007,83.987396252162
Mongolia,2007,25.3886337327289
Northern Mariana Islands,2007,84.8240412552737
Malawi,2007,9.71719306882809
Malaysia,2007,93.1056301595821
North America,2007,95.4040295585513
New Caledonia,2007,90.3766630026782
Nigeria,2007,18.213123205641
Nicaragua,2007,48.6035816204254
Netherlands,2007,99.9856097599668
Norway,2007,99.6373982036877
Nepal,2007,28.5945370855496
New Zealand,2007,86.3550003795552
OECD members,2007,90.6178142311541
Oman,2007,85.052044330617
Pakistan,2007,36.1688417218027
Peru,2007,47.6121663782402
Philippines,2007,44.8079588583252
Palau,2007,72.4446174353753
Poland,2007,92.7299624074124
Puerto Rico (US),2007,75.9298195551886
"Korea, Dem. People's Rep.",2007,68.4141324868191
Portugal,2007,93.9178431707576
Paraguay,2007,55.7616473764269
West Bank and Gaza,2007,75.4507894107421
Post-demographic dividend,2007,96.0193866657869
French Polynesia,2007,92.0289552704114
Qatar,2007,96.3402204469615
Romania,2007,81.7742928943994
Russian Federation,2007,75.092005870262
Senegal,2007,22.0302605560393
Singapore,2007,100.0
Sierra Leone,2007,6.50130929934768
San Marino,2007,100.0
Serbia,2007,74.6162663660096
Sub-Saharan Africa,2007,20.8752565334195
Sao Tome and Principe,2007,29.2783621809724
Suriname,2007,53.0963255722342
Slovak Republic,2007,96.0051031804027
Slovenia,2007,91.1052295089035
Sweden,2007,99.4802602885697
Chad,2007,5.73155994162129
Europe & Central Asia (IDA & IBRD countries),2007,76.0022439117832
Togo,2007,8.30507454514135
Tajikistan,2007,43.727740642912
Turkmenistan,2007,76.5783694564401
Latin America & the Caribbean (IDA & IBRD countries),2007,63.8164251680642
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2007,51.8293922063601
Tonga,2007,29.3420394167947
Tunisia,2007,73.7396509664591
Tuvalu,2007,7.97497799697879
Tanzania,2007,5.47457369665052
Uganda,2007,6.30595297889216
Ukraine,2007,77.0916504416735
Upper middle income,2007,73.4746286432428
United States,2007,95.3736420544354
Uzbekistan,2007,63.0518253279618
Virgin Islands (U.S.),2007,97.7889644235034
Viet Nam,2007,49.5791933168683
World,2007,64.6339997463206
Samoa,2007,60.7042816392733
Zimbabwe,2007,28.8030179712037
Afghanistan,2008,17.4760103900168
Africa Western and Central,2008,19.0174277022594
Albania,2008,58.3284789243762
Andorra,2008,90.6400037733778
Armenia,2008,83.290892297693
American Samoa,2008,87.7874953020427
Austria,2008,98.0893140173494
Azerbaijan,2008,63.7653914133059
Belgium,2008,99.6313457657832
Bangladesh,2008,55.1028751333941
Bulgaria,2008,93.8326967498586
Bahrain,2008,98.9269988994157
Bosnia and Herzegovina,2008,88.3067593024703
Belarus,2008,87.5852408037155
Brazil,2008,78.5924528100554
Bhutan,2008,25.6233267555193
Central African Republic,2008,7.48929311659285
Canada,2008,98.4199095876543
Central Europe and the Baltics,2008,90.3718032330261
Switzerland,2008,96.6999979971635
Chile,2008,95.5400867626514
Cote d'Ivoire,2008,24.4742852236951
"Congo, Dem. Rep.",2008,12.0733617976337
"Congo, Rep.",2008,36.1879206039648
Colombia,2008,70.8848352722594
Costa Rica,2008,78.777118952601
Cyprus,2008,97.1449809085214
Czechia,2008,97.1508266169912
Germany,2008,99.8754566685522
Denmark,2008,96.0060749005009
Dominican Republic,2008,43.3042055975017
Algeria,2008,74.1828238425326
East Asia & Pacific,2008,73.8427697616213
Europe & Central Asia (excluding high income),2008,72.2577364127673
Europe & Central Asia,2008,89.3582803028495
Ecuador,2008,62.1247128309791
Euro area,2008,97.8655099135578
Spain,2008,99.600083258636
Estonia,2008,94.4113410565892
Ethiopia,2008,7.01883991216426
European Union,2008,96.3668218888061
Finland,2008,96.9868748291868
Fiji,2008,40.0519007038233
France,2008,97.9574577421407
United Kingdom,2008,99.9739279239273
Georgia,2008,65.6502485922899
Ghana,2008,21.717301839292
Gibraltar,2008,100.0
"Gambia, The",2008,32.2679711016765
Guinea-Bissau,2008,20.1478049028966
Greece,2008,99.4164459179697
Grenada,2008,85.9409316911414
Guatemala,2008,50.6911834745367
Guam,2008,98.9620188866047
High income,2008,94.5218622455205
"Hong Kong SAR, China",2008,99.1146440996726
Honduras,2008,50.8616720104067
Hungary,2008,86.9262229920522
IDA total,2008,28.5074521373122
IDA blend,2008,30.9209650130667
Indonesia,2008,26.1730364870992
IDA only,2008,26.9615894466738
Ireland,2008,83.194532272374
"Iran, Islamic Rep.",2008,92.0255056425631
Iraq,2008,54.0303730241513
Iceland,2008,94.4371814309768
Israel,2008,99.6721489185848
Italy,2008,95.9006501641705
Jordan,2008,59.7810476593512
Japan,2008,98.0432894873708
Kazakhstan,2008,74.5659474483935
Kyrgyz Republic,2008,53.778317539709
Cambodia,2008,20.8462050574285
Kiribati,2008,11.340814576427
"Korea, Rep.",2008,97.436728244654
Kuwait,2008,100.0
Latin America & Caribbean (excluding high income),2008,62.699137531831
Lao PDR,2008,12.8866839142888
Lebanon,2008,45.2942180269841
Latin America & Caribbean,2008,73.1662374109173
Least developed countries: UN classification,2008,25.4624534086394
Low income,2008,21.6131467471231
Liechtenstein,2008,100.0
Sri Lanka,2008,45.9049564408666
Lower middle income,2008,50.473103208573
Low & middle income,2008,58.3115495033563
Lesotho,2008,16.3546204645558
Lithuania,2008,78.6924671957626
Luxembourg,2008,99.8244012115602
Latvia,2008,93.1643293027754
"Macao SAR, China",2008,99.9819467101686
St. Martin (French part),2008,96.7
Morocco,2008,47.7395908369048
Monaco,2008,100.0
Moldova,2008,57.4970577802968
Madagascar,2008,12.1053840846591
"Middle East, North Africa, Afghanistan & Pakistan",2008,75.5686765322106
Mexico,2008,41.0130993031376
North Macedonia,2008,80.34018652587
Malta,2008,99.9999965451882
Myanmar,2008,39.8225682572276
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2008,52.4870504879633
Montenegro,2008,84.0797595975001
Mongolia,2008,26.4774145319583
Northern Mariana Islands,2008,85.3944690587576
Malawi,2008,10.1520807536763
Malaysia,2008,93.1759197369466
North America,2008,95.412670501533
New Caledonia,2008,91.0497907556275
Nigeria,2008,19.1778711277023
Nicaragua,2008,49.6355430745242
Netherlands,2008,99.9844278924442
Norway,2008,99.583110118086
Nepal,2008,28.8504224550179
New Zealand,2008,87.3357120635255
OECD members,2008,90.6674419170941
Oman,2008,85.4099844312644
Pakistan,2008,36.4739099301454
Peru,2008,47.9330066058152
Philippines,2008,44.9461396233626
Palau,2008,73.5750916727562
Poland,2008,93.1181981616727
Puerto Rico (US),2008,76.0438007391034
"Korea, Dem. People's Rep.",2008,68.2075303530386
Portugal,2008,93.9593932434184
Paraguay,2008,56.5424407687472
West Bank and Gaza,2008,75.7789198501623
Post-demographic dividend,2008,96.2376621690337
French Polynesia,2008,92.0289552704114
Qatar,2008,96.3402204469615
Romania,2008,81.8113678871724
Russian Federation,2008,75.1528518537953
Senegal,2008,22.3418016093034
Singapore,2008,100.0
Sierra Leone,2008,6.72405166543884
San Marino,2008,100.0
Serbia,2008,74.6552389447321
Sub-Saharan Africa,2008,21.5867353183521
Sao Tome and Principe,2008,29.8032189655668
Suriname,2008,53.2889726778725
Slovak Republic,2008,96.6464884921571
Slovenia,2008,91.1052295089035
Sweden,2008,99.4932015304874
Chad,2008,5.75715062160439
Europe & Central Asia (IDA & IBRD countries),2008,76.5781086961624
Togo,2008,8.43263063930142
Tajikistan,2008,44.9315632856032
Turkmenistan,2008,78.3052453249219
Latin America & the Caribbean (IDA & IBRD countries),2008,64.0792217608137
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2008,52.2826675546392
Tonga,2008,29.3709959700068
Tunisia,2008,73.9886705472183
Tuvalu,2008,8.02899803789424
Tanzania,2008,7.01043437530185
Uganda,2008,6.97607811323751
Ukraine,2008,79.6272761391549
Upper middle income,2008,74.0759388421188
United States,2008,95.3828360272631
Uzbekistan,2008,64.3466524979184
Virgin Islands (U.S.),2008,97.8183745701725
Viet Nam,2008,50.1377689990671
World,2008,64.8797113462541
Samoa,2008,60.8195069395278
Zimbabwe,2008,28.6065152600215
Afghanistan,2009,18.3888843398134
Africa Western and Central,2009,19.8608102424992
Albania,2009,60.3009052009062
Andorra,2009,90.6400038016641
Armenia,2009,83.2661646196992
American Samoa,2009,88.0171677028609
Austria,2009,98.2605764458408
Azerbaijan,2009,64.3615104071033
Belgium,2009,99.6313490284445
Bangladesh,2009,55.0575457562667
Bulgaria,2009,94.3548730381605
Bahrain,2009,98.9250802880628
Bosnia and Herzegovina,2009,88.4222130699407
Belarus,2009,88.5959652616859
Brazil,2009,78.8422056955295
Bhutan,2009,25.9730245436636
Central African Republic,2009,7.36962769554587
Canada,2009,98.4792640419423
Central Europe and the Baltics,2009,90.7096256852673
Switzerland,2009,96.6999973138993
Chile,2009,95.9595503190944
Cote d'Ivoire,2009,24.5500512161242
"Congo, Dem. Rep.",2009,12.0339797530418
"Congo, Rep.",2009,37.8980963565358
Colombia,2009,71.129988451761
Costa Rica,2009,79.0100240623419
Cyprus,2009,97.4047825307923
Czechia,2009,97.2712848774396
Germany,2009,99.8784502970369
Denmark,2009,96.402972409788
Dominican Republic,2009,43.4721786163598
Algeria,2009,74.6276877244098
East Asia & Pacific,2009,74.4883565134865
Europe & Central Asia (excluding high income),2009,73.7250873228637
Europe & Central Asia,2009,89.7428000571341
Ecuador,2009,62.5991244746966
Euro area,2009,97.9529357779417
Spain,2009,99.6035929553762
Estonia,2009,94.7713057788403
Ethiopia,2009,7.37167631526554
European Union,2009,96.4986044226373
Finland,2009,97.3839450694112
Fiji,2009,40.1819068637414
France,2009,98.0822571346641
United Kingdom,2009,99.9618018698273
Georgia,2009,65.8979507190938
Ghana,2009,23.2736204562457
Gibraltar,2009,100.0
"Gambia, The",2009,33.6497942243256
Guinea-Bissau,2009,20.4402913687678
Greece,2009,99.3872079751573
Grenada,2009,86.8396064388542
Guatemala,2009,51.1836759735771
Guam,2009,98.9864620982802
High income,2009,94.5794520331188
"Hong Kong SAR, China",2009,99.2387472471363
Honduras,2009,52.426570350687
Hungary,2009,86.9715008944623
IDA total,2009,29.0420272968099
IDA blend,2009,31.8216248534102
Indonesia,2009,26.4923942303162
IDA only,2009,27.2520712058173
Isle of Man,2009,96.6672319093368
Ireland,2009,87.6441059033948
"Iran, Islamic Rep.",2009,92.2085214862857
Iraq,2009,54.499984017286
Iceland,2009,94.9723832144567
Israel,2009,99.6578268255909
Italy,2009,95.6688980344011
Jordan,2009,61.9062720535499
Japan,2009,98.0905706360964
Kazakhstan,2009,76.2174088461891
Kyrgyz Republic,2009,55.6680567502067
Cambodia,2009,21.4186906115523
Kiribati,2009,11.5525917097869
"Korea, Rep.",2009,97.6024781337264
Kuwait,2009,100.0
Latin America & Caribbean (excluding high income),2009,62.9496643907664
Lao PDR,2009,13.3130284748662
Lebanon,2009,45.5211078638095
Latin America & Caribbean,2009,73.4463859350445
Least developed countries: UN classification,2009,25.6645631906028
Low income,2009,22.0523938913148
Liechtenstein,2009,100.0
Sri Lanka,2009,46.0946421908046
Lower middle income,2009,51.4851777237103
Low & middle income,2009,58.960844166204
Lesotho,2009,17.3590283596396
Lithuania,2009,80.5915688088047
Luxembourg,2009,99.8236462944009
Latvia,2009,93.4369501404855
"Macao SAR, China",2009,99.9840946166395
St. Martin (French part),2009,96.7
Morocco,2009,50.6023612242051
Monaco,2009,100.0
Moldova,2009,59.9084223530468
Madagascar,2009,12.8711099192107
"Middle East, North Africa, Afghanistan & Pakistan",2009,75.9405761635678
Mexico,2009,41.182264543432
North Macedonia,2009,80.3363198285262
